Crop,WaterManagement,n,water_min,water_p10,water_median,water_p90,water_max
Soybeans,Non-Irrigated,287,0.3579861986616161,0.5479644490940035,0.7375041355374852,0.9701198995624204,1.241790051145428
Soybeans,Irrigated,287,0.5777076442569941,0.6956098986359427,0.8588830138981505,1.0526296848372585,1.2664094246578141
