Crop,WaterManagement,n,water_min,water_p10,water_median,water_p90,water_max
Corn,Non-Irrigated,267,0.3579861986616161,0.5418931143758928,0.7381599462867016,0.9701198995624203,1.241790051145428
Corn,Irrigated,267,0.5777076442569941,0.690849464033903,0.8601865151881926,1.0561575473889566,1.2664094246578141
