Year,FIPS,Crop,observed_difference_kgHa,detrended_difference_kgHa
2011,20013,Corn,790.8734252593658,1399.7204272447507
2012,20013,Corn,5724.417173305883,7180.628559497733
2013,20013,Corn,2146.6564399897034,2918.6995456000386
2014,20013,Corn,2341.2364096963756,3081.8956492249854
2015,20013,Corn,1531.5326647879774,2021.1209756628214
2016,20013,Corn,2221.9777185858366,2711.5660294606823
2017,20013,Corn,5172.061130267599,5887.613276930833
2018,20013,Corn,7262.226611310207,8002.885850838817
2019,20013,Corn,2008.56742923013,2259.6383578839013
2020,20013,Corn,1575.4700773023906,1751.2197273600214
2021,20013,Corn,1368.3365611630252,1481.318479057225
1990,20045,Corn,1920.6926042013156,2862.2085866529414
1991,20045,Corn,4167.777415652528,5743.247492954914
1992,20045,Corn,1889.3087381195965,2824.547947354875
1993,20045,Corn,2077.6119346099204,2881.038906301973
1994,20045,Corn,1029.390807480444,1556.6397576533545
1995,20045,Corn,2083.888707826265,2862.2085866529405
1996,20045,Corn,2441.664781157884,3351.796897527787
1997,20045,Corn,3376.9039903931653,4462.7857568207055
1998,20045,Corn,2127.8261203406737,2855.931813436595
1999,20045,Corn,4079.9025906237102,5172.061130267597
2000,20045,Corn,2994.020824196168,3822.5548887536015
2001,20045,Corn,3558.930413667147,4456.50898360436
2002,20045,Corn,5253.6591820800695,6377.201587805678
2003,20045,Corn,6176.344844882661,7419.145941718808
2004,20045,Corn,1744.9429541436803,2240.808038234867
2005,20045,Corn,4431.401890738982,5278.766274945443
2006,20045,Corn,4456.508983604362,5228.552089214695
2007,20045,Corn,3496.1626815037034,4111.28645670543
2008,20045,Corn,3797.4477958882235,4412.571571089949
2009,20045,Corn,3433.3949493402615,3966.920672729517
2010,20045,Corn,2673.9053901626166,3044.2350099269242
2011,20045,Corn,6182.621618099007,6866.78989868052
2012,20045,Corn,7965.225211540754,8743.54509036743
2013,20045,Corn,2749.226668758747,3044.2350099269206
2014,20045,Corn,2579.753791917452,2849.6550402202574
2015,20045,Corn,1933.246150634006,2121.5493471243262
2016,20045,Corn,1782.6035934417423,1926.9693774176612
2017,20045,Corn,2316.1293168310003,2479.325420455947
2018,20045,Corn,6414.862227103741,6697.317021839229
2019,20045,Corn,3527.5465475854235,3665.6355583449968
2020,20045,Corn,2046.2280685282003,2115.272573907987
2021,20045,Corn,3728.403290508435,3803.7245691045664
1990,20061,Corn,2648.7982972972404,6082.193246637502
1991,20061,Corn,1776.3268202253994,4418.848344306295
1992,20061,Corn,1161.203045023668,4192.884508517904
1993,20061,Corn,-458.2044447931248,822.2572913410859
1994,20061,Corn,-746.9360127449563,1154.9262718073278
1995,20061,Corn,1481.318479057224,3678.1891047776835
1996,20061,Corn,2667.628616946271,5611.435255411689
1997,20061,Corn,2962.63695811445,5774.631359036637
