solution_id,Crop,basin_irrigated_area_m2,basin_model_cultivated_area_m2,basin_irrigated_fraction_of_model_cultivated,alluvial_capture,estimated_alluvial_irrigated_area_m2,alluvial_cdl_cultivated_area_m2,alluvial_expansion_eligible_area_m2,estimated_alluvial_irrigated_fraction_of_cdl_cultivated,estimated_alluvial_irrigated_fraction_of_expansion_eligible
1,Corn,86778590.52734704,8661637800,0.010018727696896658,0.831524218313117,72158499.6545663,487256679.1111111,572359251.5555556,0.14809135050996747,0.1260720420932382
1,Soybeans,88728155.17521635,8661637800,0.010243808067709359,0.8447582898771889,74953844.62977362,487256679.1111111,572359251.5555556,0.1538282548871569,0.13095594144073738
1,Sorghum,1809036.9289698298,8661637800,0.00020885621989063429,0.6350684931506849,1148862.3565348124,487256679.1111111,572359251.5555556,0.0023578175647189694,0.0020072399518526853
1,Wheat,308867.6503751311,8661637800,3.5659266469804486e-5,0.6265486725663716,193520.61634123255,487256679.1111111,572359251.5555556,3.97163599058851e-4,3.3811040149221494e-4
2,Corn,119763461.55927218,8661637800,0.01382688405179817,0.831524218313117,99586218.75554684,487256679.1111111,572359251.5555556,0.20438143390300822,0.17399250293393848
2,Soybeans,62101817.374935314,8661637800,0.0071697545901694614,0.8447582898771889,52461025.04391585,487256679.1111111,572359251.5555556,0.10766609734240903,0.09165751213304843
2,Sorghum,1690058.334264161,8661637800,1.9511994997807009e-4,0.6350684931506849,1073302.7996778972,487256679.1111111,572359251.5555556,0.0022027462027527133,0.0018752257376130103
2,Wheat,288553.726207424,8661637800,3.331399128781672e-5,0.6265486725663716,180792.95411934174,487256679.1111111,572359251.5555556,3.710425364494897e-4,3.1587321010009606e-4
3,Corn,133087200.71178254,8661637800,0.015365131143186632,0.831524218313117,110665230.53934589,487256679.1111111,572359251.5555556,0.22711896067023526,0.19334924741511628
3,Soybeans,86142152.93671976,8661637800,0.009945249954543212,0.8447582898771889,72769297.80116266,487256679.1111111,572359251.5555556,0.14934489545410373,0.12713920077886495
3,Sorghum,2107038.2269874853,8661637800,2.432609485226322e-4,0.6350684931506849,1338113.591823833,487256679.1111111,572359251.5555556,0.002746219085728936,0.0023378910853403935
3,Wheat,359747.18702442833,8661637800,4.153339072022018e-5,0.6265486725663716,225399.1224896418,487256679.1111111,572359251.5555556,4.6258806118539247e-4,3.938070746249895e-4
4,Corn,113562984.18390603,8661637800,0.013111028976980086,0.831524218313117,94430371.65282732,487256679.1111111,572359251.5555556,0.19380005590707147,0.16498444184519576
4,Soybeans,108577786.02948168,8661637800,0.012535479840715768,0.8447582898771889,91721984.84491628,487256679.1111111,572359251.5555556,0.18824161633298114,0.1602524718446232
4,Sorghum,2266675.5635197144,8661637800,2.6169133550235895e-4,0.6350684931506849,1439494.2345859446,487256679.1111111,572359251.5555556,0.0029542832275013123,0.0025150187241207217
4,Wheat,387003.02036716265,8661637800,4.468012046949858e-5,0.6265486725663716,242476.22869022223,487256679.1111111,572359251.5555556,4.976355154998899e-4,4.236434163180229e-4
