solution_id,Crop,basin_irrigated_area_m2,basin_model_cultivated_area_m2,basin_irrigated_fraction_of_model_cultivated,alluvial_capture,estimated_alluvial_irrigated_area_m2,alluvial_cdl_cultivated_area_m2,alluvial_expansion_eligible_area_m2,estimated_alluvial_irrigated_fraction_of_cdl_cultivated,estimated_alluvial_irrigated_fraction_of_expansion_eligible
1,Corn,114031034.09607495,8661637800,0.01316506609131993,0.831524218313117,94819566.49017511,487256679.1111111,572359251.5555556,0.19459880296182255,0.1656644253281045
1,Soybeans,85241560.96824662,8661637800,0.009841275164870855,0.8447582898771889,72008515.26999815,487256679.1111111,572359251.5555556,0.14778353659792062,0.12580999621180877
1,Sorghum,1958151.0452125706,8661637800,2.2607168418108762e-4,0.6350684931506849,1243560.0336445859,487256679.1111111,572359251.5555556,0.0025521662133255476,0.002172691417610257
1,Wheat,334326.791636491,8661637800,3.8598565231680666e-5,0.6265486725663716,209472.00750321735,487256679.1111111,572359251.5555556,4.299007411973323e-4,0.00036597994517239863
2,Corn,130060103.92017128,8661637800,0.015015647955190562,0.831524218313117,108148126.24594317,487256679.1111111,572359251.5555556,0.22195309142449277,0.18895147750651126
2,Soybeans,52479041.53225169,8661637800,0.006058789658954764,0.8447582898771889,44332105.37917891,487256679.1111111,572359251.5555556,0.0909830635057743,0.07745503415677008
2,Sorghum,1626785.1059629547,8661637800,1.8781495411444643e-4,0.6350684931506849,1033119.9659238709,487256679.1111111,572359251.5555556,0.0021202787159502116,0.0018050201217435758
2,Wheat,264252.80890057015,8661637800,3.050841134231798e-5,0.6265486725663716,165567.2466385873,487256679.1111111,572359251.5555556,3.397947195729098e-4,2.892715478759351e-4
3,Corn,152233028.8577562,8661637800,0.017575547762774864,0.831524218313117,126585450.3223839,487256679.1111111,572359251.5555556,0.2597921295882701,0.22116432988258772
3,Soybeans,61997339.87800679,8661637800,0.0071576924952930715,0.8447582898771889,52372766.812279865,487256679.1111111,572359251.5555556,0.10748496440894778,0.09150331137295567
3,Sorghum,1921840.5324891836,8661637800,2.2187957714985308e-4,0.6350684931506849,1220500.3710438157,487256679.1111111,572359251.5555556,0.0025048407202346427,0.002132402626019838
3,Wheat,328127.2815163879,8661637800,3.788282182803671e-5,0.6265486725663716,205587.71266690493,487256679.1111111,572359251.5555556,4.2192897805311345e-4,3.591934822546495e-4
4,Corn,144343702.98742837,8661637800,0.016664712415869937,0.831524218313117,120025284.7950421,487256679.1111111,572359251.5555556,0.2463286599046747,0.20970270764181392
4,Soybeans,58784389.173018284,8661637800,0.006786752174400353,0.8447582898771889,49658600.06927407,487256679.1111111,572359251.5555556,0.10191466263708253,0.08676124293319647
4,Sorghum,1822243.0512764927,8661637800,2.1038088792820368e-4,0.6350684931506849,1157249.1487284685,487256679.1111111,572359251.5555556,0.002375029831996569,0.002021892972959381
4,Wheat,311122.41029854974,8661637800,3.591958212551323e-5,0.6265486725663716,194933.33317820635,487256679.1111111,572359251.5555556,4.0006292686191157e-4,3.405786359675629e-4
5,Corn,138702662.75903574,8661637800,0.016013445258474757,0.831524218313117,115334623.22865507,487256679.1111111,572359251.5555556,0.23670198516120258,0.20150739752209668
5,Soybeans,55966300.0425792,8661637800,0.00646139925668321,0.8447582898771889,47277995.914722845,487256679.1111111,572359251.5555556,0.0970289334996306,0.08260195984642671
5,Sorghum,1734885.7884374412,8661637800,2.0029535158321227e-4,0.6350684931506849,1101771.3034515039,487256679.1111111,572359251.5555556,0.002261172295188308,0.0019249646100016982
5,Wheat,281812.5399819797,8661637800,3.253571050754162e-5,0.6265486725663716,176569.27283826692,487256679.1111111,572359251.5555556,3.6237424833329604e-4,3.08493786653029e-4
6,Corn,142572933.3867929,8661637800,0.01646027422051669,0.831524218313117,118552846.98706105,487256679.1111111,572359251.5555556,0.24330676637072218,0.20713013140760567
6,Soybeans,72303523.20768748,8661637800,0.008347557918860044,0.8447582898771889,61079000.61702172,487256679.1111111,572359251.5555556,0.12535282374876103,0.10671444630452197
6,Sorghum,1990207.933902368,8661637800,2.2977270348367232e-4,0.6350684931506849,1263918.3536399147,487256679.1111111,572359251.5555556,0.002593947723704159,0.002208260546509631
6,Wheat,339800.05518871336,8661637800,3.923046230225805e-5,0.6265486725663716,212901.27351646815,487256679.1111111,572359251.5555556,4.3693864577671476e-4,3.7197140246767385e-4
7,Corn,149364506.91097316,8661637800,0.01724437229538427,0.831524218313117,124200204.85287112,487256679.1111111,572359251.5555556,0.25489687505042746,0.2169969377018373
7,Soybeans,75808673.81234057,8661637800,0.008752233187624235,0.8447582898771889,64040005.64757046,487256679.1111111,572359251.5555556,0.13142971331741798,0.11188777935103311
7,Sorghum,2085827.179046077,8661637800,2.4081209895963058e-4,0.6350684931506849,1324643.123569536,487256679.1111111,572359251.5555556,0.0027185735575468066,0.0023143560971005997
7,Wheat,356125.69846621086,8661637800,4.11152840478057e-5,0.6265486725663716,223130.08364077634,487256679.1111111,572359251.5555556,4.579312982385924e-4,3.8984271335591123e-4
8,Corn,141744335.9924989,8661637800,0.016364611320101485,0.831524218313117,117863848.18647446,487256679.1111111,572359251.5555556,0.24189272972407524,0.20592634410319147
8,Soybeans,57725789.47056544,8661637800,0.0066645351379811145,0.8447582898771889,48764339.1949655,487256679.1111111,572359251.5555556,0.10007936532327259,0.08519883108805175
8,Sorghum,1789427.7753330711,8661637800,2.0659231159874536e-4,0.6350684931506849,1136409.200882756,487256679.1111111,572359251.5555556,0.002332259873699168,0.0019854823658292022
