solution_id,Crop,basin_irrigated_area_m2,basin_model_cultivated_area_m2,basin_irrigated_fraction_of_model_cultivated,alluvial_capture,estimated_alluvial_irrigated_area_m2,alluvial_cdl_cultivated_area_m2,alluvial_expansion_eligible_area_m2,estimated_alluvial_irrigated_fraction_of_cdl_cultivated,estimated_alluvial_irrigated_fraction_of_expansion_eligible
1,Corn,118198023.78323641,8661637800,0.013646151745485873,0.831524218313117,98284519.33251087,487256679.1111111,572359251.5555556,0.20170994784885987,0.17171823302478928
1,Soybeans,79726017.10952874,8661637800,0.009204496764980028,0.8447582898771889,67349213.872165,487256679.1111111,572359251.5555556,0.13822122252901348,0.1176694771494015
1,Sorghum,1914361.4979872506,8661637800,2.2101611060061305e-4,0.6350684931506849,1215750.6718724512,487256679.1111111,572359251.5555556,0.0024950928822367537,0.002124104168087244
1,Wheat,326850.3414071541,8661637800,3.7735397040863807e-5,0.6265486725663716,204787.64753651776,487256679.1111111,572359251.5555556,4.202869992672162e-4,3.577956449204704e-4
2,Corn,130922117.21432546,8661637800,0.015115168774931395,0.831524218313117,108864911.17654026,487256679.1111111,572359251.5555556,0.2234241537235354,0.19020381147097326
2,Soybeans,67092616.417200185,8661637800,0.007745950357933483,0.8447582898771889,56677043.90798024,487256679.1111111,572359251.5555556,0.11631865983114814,0.09902354815431673
2,Sorghum,1836895.0647932098,8661637800,2.120724864289765e-4,0.6350684931506849,1166554.1808741535,487256679.1111111,572359251.5555556,0.002394126609002602,0.002038150301063008
2,Wheat,313624.035840683,8661637800,3.6208398813522655e-5,0.6265486725663716,196500.72334088807,487256679.1111111,572359251.5555556,4.032796917209199e-4,3.433171086286091e-4
3,Corn,127221051.32687356,8661637800,0.014687874772006,0.831524218313117,105787385.25755146,487256679.1111111,572359251.5555556,0.2171081275900342,0.18482689843842473
3,Soybeans,70767302.44478357,8661637800,0.008170198763654556,0.8447582898771889,59781265.39247718,487256679.1111111,572359251.5555556,0.12268947344453951,0.10444710246231524
3,Sorghum,1859427.779981902,8661637800,2.146739245990986e-4,0.6350684931506849,1180863.9983556299,487256679.1111111,572359251.5555556,0.0024234947389738144,0.0020631517620205886
3,Wheat,317471.1805205136,8661637800,3.665255784772178e-5,0.6265486725663716,198911.14673320673,487256679.1111111,572359251.5555556,4.082266190708249e-4,3.475284905286441e-4
4,Corn,123369173.01324353,8661637800,0.014243169232179569,0.831524218313117,102584455.15377301,487256679.1111111,572359251.5555556,0.21053473364575526,0.17923088492929817
4,Soybeans,74591725.96208353,8661637800,0.008611734603135164,0.8447582898771889,63011978.8627176,487256679.1111111,572359251.5555556,0.1293198873695659,0.11009165780314357
4,Sorghum,1882878.6667323348,8661637800,2.1738136715117952e-4,0.6350684931506849,1195756.9176672746,487256679.1111111,572359251.5555556,0.0024540595725617573,0.002089171991921947
4,Wheat,321475.0901001506,8661637800,3.711481564146571e-5,0.6265486725663716,201419.79096540407,487256679.1111111,572359251.5555556,4.133751256788283e-4,3.5191147940386426e-4
