Year,FIPS,Crop,WaterManagement,yield_kgHa,yield_kcalHa,yield_kgHa_detrended,yield_kcalHa_detrended
2004,20085,Wheat,Irrigated,3665.177597941477,12036.443231639809,4425.11350356971,14532.072745722926
2005,20085,Wheat,Irrigated,2851.440920233369,9364.131982046383,3402.898834052087,11175.119771027052
2006,20085,Wheat,Irrigated,3497.050185191868,11484.312808170094,4129.209257130397,13560.323200416224
2007,20085,Wheat,Irrigated,1862.8517332656681,6117.605092044454,2178.931269234933,7155.61028816752
2008,20085,Wheat,Irrigated,2165.4810762149646,7111.4398542899435,2508.460998224167,8237.785918168163
2009,20085,Wheat,Irrigated,3234.7714213024783,10622.989347557339,3705.528177001383,12168.954533272541
2010,20085,Wheat,Irrigated,2730.389183053651,8966.598077148188,3093.5443945928064,10159.199791842775
2011,20085,Wheat,Irrigated,3033.018526002947,9960.432839393678,3402.898834052087,11175.119771027052
2012,20085,Wheat,Irrigated,3174.245552712619,10424.22239510824,3523.950571231805,11572.653675925247
2013,20085,Wheat,Irrigated,4277.161380350054,14046.197973069577,4707.567556989053,15459.651857152048
2014,20085,Wheat,Irrigated,3517.225474721821,11550.56845898646,3833.3050106910864,12588.573655109527
2015,20085,Wheat,Irrigated,1761.9752856159025,5786.326837962623,1903.2023123255742,6250.116393677185
2016,20085,Wheat,Irrigated,3470.149799151931,11395.97194041494,3705.528177001383,12168.954533272541
2017,20085,Wheat,Irrigated,3866.9304932410078,12698.999739803468,4088.858678070492,13427.811898783495
2018,20085,Wheat,Irrigated,2972.4926574130877,9761.66588694458,3113.719684122759,10225.45544265914
2019,20085,Wheat,Irrigated,3073.3691050628536,10092.94414102641,3187.6957457325875,10468.392828985816
2020,20085,Wheat,Irrigated,3221.321228282509,10578.81891367976,3315.47257942229,10888.0119508228
2021,20085,Wheat,Irrigated,3759.3289490812576,12345.63626878285,3833.3050106910864,12588.573655109527
1990,20085,Wheat,Non-Irrigated,2723.6640865436666,8944.512860209401,3880.380686260977,12743.170173681048
1991,20085,Wheat,Non-Irrigated,2286.532813394683,7508.973759188139,3214.5961317725246,10556.73369674097
1992,20085,Wheat,Non-Irrigated,2373.959068024479,7796.081579392389,3295.2972898923367,10821.756300006433
1993,20085,Wheat,Non-Irrigated,1123.0911171673883,3688.231228777703,1540.0471007864187,5057.5146789825985
1994,20085,Wheat,Non-Irrigated,3046.4687190229156,10004.603273271254,4129.209257130397,13560.323200416224
1995,20085,Wheat,Non-Irrigated,1580.397679846325,5190.025980615331,2111.6803041350895,6934.758118779633
1996,20085,Wheat,Non-Irrigated,1923.3776018555275,6316.372044493552,2542.0864807740886,8348.212002862107
1997,20085,Wheat,Non-Irrigated,3382.7235445221336,11108.864120210686,4418.388407059726,14509.987528784139
1998,20085,Wheat,Non-Irrigated,3234.7714213024783,10622.989347557339,4176.284932700289,13714.919718987747
1999,20085,Wheat,Non-Irrigated,2851.440920233369,9364.131982046383,3638.2772119015394,11948.102363884655
2000,20085,Wheat,Non-Irrigated,3006.11813996301,9872.091971638523,3792.95443163118,12456.062353476795
2001,20085,Wheat,Non-Irrigated,3133.8949736527125,10291.711093475507,3914.0061688108985,12853.59625837499
2002,20085,Wheat,Non-Irrigated,3503.7752817018522,11506.398025108881,4324.237055919944,14200.794491641096
2003,20085,Wheat,Non-Irrigated,4411.663310549741,14487.90231184535,5386.8023044974725,17690.2587679697
2004,20085,Wheat,Non-Irrigated,3665.177597941477,12036.443231639809,4425.11350356971,14532.072745722926
2005,20085,Wheat,Non-Irrigated,2851.440920233369,9364.131982046383,3402.898834052087,11175.119771027052
2006,20085,Wheat,Non-Irrigated,3497.050185191868,11484.312808170094,4129.209257130397,13560.323200416224
2007,20085,Wheat,Non-Irrigated,1862.8517332656681,6117.605092044454,2178.931269234933,7155.61028816752
2008,20085,Wheat,Non-Irrigated,2165.4810762149646,7111.4398542899435,2508.460998224167,8237.785918168163
2009,20085,Wheat,Non-Irrigated,3234.7714213024783,10622.989347557339,3705.528177001383,12168.954533272541
2010,20085,Wheat,Non-Irrigated,2730.389183053651,8966.598077148188,3093.5443945928064,10159.199791842775
2011,20085,Wheat,Non-Irrigated,3033.018526002947,9960.432839393678,3402.898834052087,11175.119771027052
2012,20085,Wheat,Non-Irrigated,3174.245552712619,10424.22239510824,3523.950571231805,11572.653675925247
2013,20085,Wheat,Non-Irrigated,4277.161380350054,14046.197973069577,4707.567556989053,15459.651857152048
2014,20085,Wheat,Non-Irrigated,3517.225474721821,11550.56845898646,3833.3050106910864,12588.573655109527
2015,20085,Wheat,Non-Irrigated,1761.9752856159025,5786.326837962623,1903.2023123255742,6250.116393677185
2016,20085,Wheat,Non-Irrigated,3470.149799151931,11395.97194041494,3705.528177001383,12168.954533272541
2017,20085,Wheat,Non-Irrigated,3866.9304932410078,12698.999739803468,4088.858678070492,13427.811898783495
2018,20085,Wheat,Non-Irrigated,2972.4926574130877,9761.66588694458,3113.719684122759,10225.45544265914
2019,20085,Wheat,Non-Irrigated,3073.3691050628536,10092.94414102641,3187.6957457325875,10468.392828985816
2020,20085,Wheat,Non-Irrigated,3221.321228282509,10578.81891367976,3315.47257942229,10888.0119508228
2021,20085,Wheat,Non-Irrigated,3759.3289490812576,12345.63626878285,3833.3050106910864,12588.573655109527
1990,20087,Wheat,Irrigated,2347.058681984542,7707.740711637236,3295.2972898923367,10821.756300006433
1991,20087,Wheat,Irrigated,2252.907330844761,7398.547674494194,3120.444780632744,10247.540659597931
1992,20087,Wheat,Irrigated,2495.0108052041983,8193.615484290587,3416.349027072056,11219.290204904632
1993,20087,Wheat,Irrigated,1271.0432403870443,4174.106001431053,1721.6247065559967,5653.815536329893
1994,20087,Wheat,Irrigated,2737.114279563635,8988.683294086977,3665.177597941477,12036.443231639809
1995,20087,Wheat,Irrigated,1533.3220042764344,5035.42946204381,2030.9791460152771,6669.7355155141695
1996,20087,Wheat,Irrigated,1856.1266367556839,6095.519875105665,2427.7598401043547,7972.763314902701
1997,20087,Wheat,Irrigated,3180.9706492226032,10446.307612047029,4115.75906411043,13516.152766538651
1998,20087,Wheat,Irrigated,2925.416981843197,9607.069368373059,3739.1536595513053,12279.380617966486
1999,20087,Wheat,Irrigated,2427.7598401043547,7972.763314902701,3066.644008552869,10070.85892408762
2000,20087,Wheat,Irrigated,2831.2656307034163,9297.876331230018,3544.1258607617588,11638.909326741616
2001,20087,Wheat,Irrigated,3113.719684122759,10225.45544265914,3853.480300221039,12654.829305925892
2002,20087,Wheat,Irrigated,2999.3930434530257,9850.006754699736,3671.9026944514617,12058.5284485786
2003,20087,Wheat,Irrigated,3920.7312653208824,12875.681475313777,4747.918136048958,15592.163158784779
2004,20087,Wheat,Irrigated,3322.1976759322747,10910.097167761589,3981.257133910742,13074.448427762876
2005,20087,Wheat,Irrigated,2353.7837784945264,7729.825928576024,2790.91505164351,9165.365029597288
2006,20087,Wheat,Irrigated,3207.8710352625408,10534.648479802183,3766.054045591243,12367.72148572164
2007,20087,Wheat,Irrigated,1708.174513536028,5609.645102452316,1983.9034704453866,6515.138996942649
2008,20087,Wheat,Irrigated,1936.827794875496,6360.542478371129,2226.006944804824,7310.206806739041
2009,20087,Wheat,Irrigated,2730.389183053651,8966.598077148188,3113.719684122759,10225.45544265914
2010,20087,Wheat,Irrigated,2165.4810762149646,7111.4398542899435,2441.210033124323,8016.933748780277
2011,20087,Wheat,Irrigated,2864.891113253338,9408.302415923961,3201.145938752556,10512.563262863394
2012,20087,Wheat,Irrigated,3261.6718073424154,10711.330215312491,3611.3768258616024,11859.761496129502
2013,20087,Wheat,Irrigated,4169.559836190304,13692.834502048958,4566.340530279382,14995.862301437488
2014,20087,Wheat,Irrigated,3544.1258607617588,11638.909326741616,3846.755203711055,12632.744088987103
2015,20087,Wheat,Irrigated,1889.7521193056057,6205.945959799608,2030.9791460152771,6669.7355155141695
2016,20087,Wheat,Irrigated,3180.9706492226032,10446.307612047029,3389.4486410321183,11130.949337149475
2017,20087,Wheat,Irrigated,3739.1536595513053,12279.380617966486,3947.631651360821,12964.022343068935
2018,20087,Wheat,Irrigated,2952.317367883135,9695.410236128215,3086.8192980828217,10137.114574903986
2019,20087,Wheat,Irrigated,2784.1899551335255,9143.279812658497,2885.0664027832913,9474.558066740328
2020,20087,Wheat,Irrigated,3328.922772442259,10932.182384700378,3423.07412358204,11241.375421843419
2021,20087,Wheat,Irrigated,3167.5204562026343,10402.13717816945,3228.046324792494,10600.90413061855
1990,20087,Wheat,Non-Irrigated,2347.058681984542,7707.740711637236,3295.2972898923367,10821.756300006433
1991,20087,Wheat,Non-Irrigated,2252.907330844761,7398.547674494194,3120.444780632744,10247.540659597931
1992,20087,Wheat,Non-Irrigated,2495.0108052041983,8193.615484290587,3416.349027072056,11219.290204904632
1993,20087,Wheat,Non-Irrigated,1271.0432403870443,4174.106001431053,1721.6247065559967,5653.815536329893
1994,20087,Wheat,Non-Irrigated,2737.114279563635,8988.683294086977,3665.177597941477,12036.443231639809
1995,20087,Wheat,Non-Irrigated,1533.3220042764344,5035.42946204381,2030.9791460152771,6669.7355155141695
1996,20087,Wheat,Non-Irrigated,1856.1266367556839,6095.519875105665,2427.7598401043547,7972.763314902701
1997,20087,Wheat,Non-Irrigated,3180.9706492226032,10446.307612047029,4115.75906411043,13516.152766538651
1998,20087,Wheat,Non-Irrigated,2925.416981843197,9607.069368373059,3739.1536595513053,12279.380617966486
1999,20087,Wheat,Non-Irrigated,2427.7598401043547,7972.763314902701,3066.644008552869,10070.85892408762
2000,20087,Wheat,Non-Irrigated,2831.2656307034163,9297.876331230018,3544.1258607617588,11638.909326741616
2001,20087,Wheat,Non-Irrigated,3113.719684122759,10225.45544265914,3853.480300221039,12654.829305925892
2002,20087,Wheat,Non-Irrigated,2999.3930434530257,9850.006754699736,3671.9026944514617,12058.5284485786
2003,20087,Wheat,Non-Irrigated,3920.7312653208824,12875.681475313777,4747.918136048958,15592.163158784779
2004,20087,Wheat,Non-Irrigated,3322.1976759322747,10910.097167761589,3981.257133910742,13074.448427762876
2005,20087,Wheat,Non-Irrigated,2353.7837784945264,7729.825928576024,2790.91505164351,9165.365029597288
2006,20087,Wheat,Non-Irrigated,3207.8710352625408,10534.648479802183,3766.054045591243,12367.72148572164
2007,20087,Wheat,Non-Irrigated,1708.174513536028,5609.645102452316,1983.9034704453866,6515.138996942649
2008,20087,Wheat,Non-Irrigated,1936.827794875496,6360.542478371129,2226.006944804824,7310.206806739041
2009,20087,Wheat,Non-Irrigated,2730.389183053651,8966.598077148188,3113.719684122759,10225.45544265914
2010,20087,Wheat,Non-Irrigated,2165.4810762149646,7111.4398542899435,2441.210033124323,8016.933748780277
2011,20087,Wheat,Non-Irrigated,2864.891113253338,9408.302415923961,3201.145938752556,10512.563262863394
2012,20087,Wheat,Non-Irrigated,3261.6718073424154,10711.330215312491,3611.3768258616024,11859.761496129502
2013,20087,Wheat,Non-Irrigated,4169.559836190304,13692.834502048958,4566.340530279382,14995.862301437488
2014,20087,Wheat,Non-Irrigated,3544.1258607617588,11638.909326741616,3846.755203711055,12632.744088987103
2015,20087,Wheat,Non-Irrigated,1889.7521193056057,6205.945959799608,2030.9791460152771,6669.7355155141695
2016,20087,Wheat,Non-Irrigated,3180.9706492226032,10446.307612047029,3389.4486410321183,11130.949337149475
2017,20087,Wheat,Non-Irrigated,3739.1536595513053,12279.380617966486,3947.631651360821,12964.022343068935
2018,20087,Wheat,Non-Irrigated,2952.317367883135,9695.410236128215,3086.8192980828217,10137.114574903986
2019,20087,Wheat,Non-Irrigated,2784.1899551335255,9143.279812658497,2885.0664027832913,9474.558066740328
2020,20087,Wheat,Non-Irrigated,3328.922772442259,10932.182384700378,3423.07412358204,11241.375421843419
2021,20087,Wheat,Non-Irrigated,3167.5204562026343,10402.13717816945,3228.046324792494,10600.90413061855
1990,20091,Wheat,Irrigated,2326.8833924545893,7641.485060820871,3254.946710832431,10689.244998373702
1991,20091,Wheat,Irrigated,2548.811577284073,8370.297219800896,3523.950571231805,11572.653675925247
1992,20091,Wheat,Irrigated,2972.4926574130877,9761.66588694458,4061.9582920305543,13339.471031028339
1993,20091,Wheat,Irrigated,1856.1266367556839,6095.519875105665,2508.460998224167,8237.785918168163
1994,20091,Wheat,Irrigated,2542.0864807740886,8348.212002862107,3396.1737375421026,11153.034554088264
1995,20091,Wheat,Irrigated,1775.4254786358715,5830.497271840201,2347.058681984542,7707.740711637236
1996,20091,Wheat,Irrigated,2400.859454064417,7884.422447147545,3133.8949736527125,10291.711093475507
1997,20091,Wheat,Irrigated,3456.6996061319614,11351.80150653736,4465.464082629616,14664.58404735566
1998,20091,Wheat,Irrigated,2858.166016743354,9386.217198985174,3651.727404921508,11992.27279776223
1999,20091,Wheat,Irrigated,2266.35752386473,7442.718108371772,2864.891113253338,9408.302415923961
2000,20091,Wheat,Irrigated,3140.620070162697,10313.796310414296,3920.7312653208824,12875.681475313777
2001,20091,Wheat,Irrigated,3772.779142101227,12389.80670266043,4660.491881419162,15305.055338580529
2002,20091,Wheat,Irrigated,3100.2694911027907,10181.285008781564,3792.95443163118,12456.062353476795
2003,20091,Wheat,Irrigated,4189.735125720257,13759.090152865323,5070.72276852821,16652.25357184664
2004,20091,Wheat,Irrigated,2938.8671748631664,9651.239802250639,3517.225474721821,11550.56845898646
2005,20091,Wheat,Irrigated,2273.082620374714,7464.803325310561,2696.7637005037295,8856.171992454247
2006,20091,Wheat,Irrigated,3349.098061972212,10998.438035516743,3927.456361830867,12897.766692252566
2007,20091,Wheat,Irrigated,1452.620846156622,4770.406858778347,1687.9992240060749,5543.38945163595
2008,20091,Wheat,Irrigated,2111.6803041350895,6934.758118779633,2427.7598401043547,7972.763314902701
2009,20091,Wheat,Irrigated,2407.584550574401,7906.507664086333,2743.8393760736194,9010.768511025766
2010,20091,Wheat,Irrigated,1862.8517332656681,6117.605092044454,2098.2301111151205,6890.587684902055
2011,20091,Wheat,Irrigated,2743.8393760736194,9010.768511025766,3066.644008552869,10070.85892408762
2012,20091,Wheat,Irrigated,3860.2053967310235,12676.914522864681,4270.43628384007,14024.11275613079
2013,20091,Wheat,Irrigated,4418.388407059726,14509.987528784139,4842.06948718874,15901.356195927821
2014,20091,Wheat,Irrigated,3739.1536595513053,12279.380617966486,4055.2331955205696,13317.38581408955
2015,20091,Wheat,Irrigated,2051.15443554523,6735.991166330536,2205.8316552748706,7243.951155922675
2016,20091,Wheat,Irrigated,3423.07412358204,11241.375421843419,3645.0023084115237,11970.187580823444
2017,20091,Wheat,Irrigated,4196.460222230241,13781.17536980411,4431.8386000796945,14554.157962661717
2018,20091,Wheat,Irrigated,3671.9026944514617,12058.5284485786,3840.0301072010707,12610.658872048316
2019,20091,Wheat,Irrigated,2669.8633144637915,8767.83112469909,2764.0146656035727,9077.024161842131
2020,20091,Wheat,Irrigated,3248.2216143224464,10667.159781434913,3335.6478689522432,10954.267601639167
2021,20091,Wheat,Irrigated,3073.3691050628536,10092.94414102641,3127.169877142728,10269.625876536718
1990,20091,Wheat,Non-Irrigated,2326.8833924545893,7641.485060820871,3254.946710832431,10689.244998373702
1991,20091,Wheat,Non-Irrigated,2548.811577284073,8370.297219800896,3523.950571231805,11572.653675925247
1992,20091,Wheat,Non-Irrigated,2972.4926574130877,9761.66588694458,4061.9582920305543,13339.471031028339
1993,20091,Wheat,Non-Irrigated,1856.1266367556839,6095.519875105665,2508.460998224167,8237.785918168163
1994,20091,Wheat,Non-Irrigated,2542.0864807740886,8348.212002862107,3396.1737375421026,11153.034554088264
1995,20091,Wheat,Non-Irrigated,1775.4254786358715,5830.497271840201,2347.058681984542,7707.740711637236
1996,20091,Wheat,Non-Irrigated,2400.859454064417,7884.422447147545,3133.8949736527125,10291.711093475507
1997,20091,Wheat,Non-Irrigated,3456.6996061319614,11351.80150653736,4465.464082629616,14664.58404735566
1998,20091,Wheat,Non-Irrigated,2858.166016743354,9386.217198985174,3651.727404921508,11992.27279776223
1999,20091,Wheat,Non-Irrigated,2266.35752386473,7442.718108371772,2864.891113253338,9408.302415923961
2000,20091,Wheat,Non-Irrigated,3140.620070162697,10313.796310414296,3920.7312653208824,12875.681475313777
2001,20091,Wheat,Non-Irrigated,3772.779142101227,12389.80670266043,4660.491881419162,15305.055338580529
2002,20091,Wheat,Non-Irrigated,3100.2694911027907,10181.285008781564,3792.95443163118,12456.062353476795
2003,20091,Wheat,Non-Irrigated,4189.735125720257,13759.090152865323,5070.72276852821,16652.25357184664
2004,20091,Wheat,Non-Irrigated,2938.8671748631664,9651.239802250639,3517.225474721821,11550.56845898646
2005,20091,Wheat,Non-Irrigated,2273.082620374714,7464.803325310561,2696.7637005037295,8856.171992454247
2006,20091,Wheat,Non-Irrigated,3349.098061972212,10998.438035516743,3927.456361830867,12897.766692252566
2007,20091,Wheat,Non-Irrigated,1452.620846156622,4770.406858778347,1687.9992240060749,5543.38945163595
2008,20091,Wheat,Non-Irrigated,2111.6803041350895,6934.758118779633,2427.7598401043547,7972.763314902701
2009,20091,Wheat,Non-Irrigated,2407.584550574401,7906.507664086333,2743.8393760736194,9010.768511025766
2010,20091,Wheat,Non-Irrigated,1862.8517332656681,6117.605092044454,2098.2301111151205,6890.587684902055
2011,20091,Wheat,Non-Irrigated,2743.8393760736194,9010.768511025766,3066.644008552869,10070.85892408762
