Year,FIPS,LandCover,area_ha,area_prc
2010,20149,Wetlands,1469.7,0.6628508431357188
2010,20149,Wheat,1757.97,0.7928637794837718
2010,20161,Corn,6716.61,4.213204675404445
2010,20161,Developed,12314.7,7.724782534076436
2010,20161,Double Crop,933.66,0.5856675729628659
2010,20161,Fallow/Barren,286.2,0.17952794312916073
2010,20161,Forest,26939.43,16.89860397264852
2010,20161,Grass/Pasture/Shrubland,81368.1,51.040697516868846
2010,20161,Other Crops,1002.6,0.6289123542323429
2010,20161,Sorghum,1328.22,0.8331677310377844
2010,20161,Soybeans,14485.59,9.08654150144074
2010,20161,Water,6573.6,4.1234971591678935
2010,20161,Wetlands,2150.82,1.3491694292140515
2010,20161,Wheat,5318.55,3.3362276098169037
2010,20177,Corn,12448.17,8.547294290968775
2010,20177,Developed,24200.82,16.617023275129032
2010,20177,Double Crop,43.29,0.029724238169629612
2010,20177,Fallow/Barren,130.5,0.08960529177954873
2010,20177,Forest,20299.59,13.938319424944135
2010,20177,Grass/Pasture/Shrubland,72332.82,49.66592675354467
2010,20177,Other Crops,102.87,0.07063368862346497
2010,20177,Sorghum,28.71,0.019713164191500723
2010,20177,Soybeans,12178.08,8.361842235361586
2010,20177,Water,2892.33,1.9859622495995572
2010,20177,Wetlands,745.92,0.5121714884613102
2010,20177,Wheat,235.62,0.16178389922679903
2010,20197,Corn,9479.07,4.586723268900968
2010,20197,Developed,7371.27,3.566803033457042
2010,20197,Double Crop,73.52999999999999,0.03557962563440171
2010,20197,Fallow/Barren,87.75,0.042460385549010604
2010,20197,Forest,12944.79,6.263712527076662
2010,20197,Grass/Pasture/Shrubland,162245.43,78.5071625226782
2010,20197,Other Crops,386.28,0.18691279464241387
2010,20197,Sorghum,190.08,0.09197572746616452
2010,20197,Soybeans,10427.22,5.045513178397201
2010,20197,Water,1865.07,0.9024682766483556
2010,20197,Wetlands,825.12,0.3992582715008505
2010,20197,Wheat,767.61,0.37143038804872974
2010,20209,Corn,457.65,1.1702999281939865
2010,20209,Developed,18423.18,47.111649144771974
2010,20209,Double Crop,12.15,0.031069909598070444
2010,20209,Fallow/Barren,216.26999999999998,0.5530443908456538
2010,20209,Forest,7866.99,20.117421243532853
2010,20209,Grass/Pasture/Shrubland,9150.39,23.39932428700311
2010,20209,Other Crops,1.8,0.00460294957008451
2010,20209,Sorghum,3.24,0.008285309226152119
2010,20209,Soybeans,1394.01,3.564754294551949
2010,20209,Water,1253.61,3.205724228085357
2010,20209,Wetlands,322.46999999999997,0.8246184154806399
2010,20209,Wheat,3.6,0.00920589914016902
2011,20005,Corn,23351.31,21.04432009616219
2011,20005,Developed,6421.95,5.787494210883619
2011,20005,Double Crop,96.75,0.08719159521687185
2011,20005,Fallow/Barren,81.27000000000001,0.07324093998217236
2011,20005,Forest,16557.390000000003,14.92160461734245
2011,20005,Grass/Pasture/Shrubland,39689.100000000006,35.76802006947751
2011,20005,Other Crops,38.34,0.034552204244081314
2011,20005,Sorghum,44.91,0.040473121872761905
2011,20005,Soybeans,22109.67,19.925347772802223
2011,20005,Water,1212.57,1.0927742905645714
2011,20005,Wetlands,905.67,0.8161944396905874
2011,20005,Wheat,453.6,0.40878664176096197
2011,20013,Corn,47262.78,31.729330758615355
2011,20013,Developed,7486.92,5.026258739822171
2011,20013,Double Crop,86.31,0.05794323858596747
2011,20013,Fallow/Barren,20.7,0.013896709984121498
2011,20013,Forest,11257.38,7.5575142531908055
2011,20013,Grass/Pasture/Shrubland,35598.87,23.898897205432046
2011,20013,Other Crops,186.93,0.12549333320443634
2011,20013,Sorghum,167.4,0.11238208943680865
2011,20013,Soybeans,44626.32,29.959373270463814
2011,20013,Water,771.39,0.5178639185821972
2011,20013,Wetlands,358.02,0.24035266224711008
2011,20013,Wheat,1133.1,0.7606938204351724
2011,20045,Corn,9874.98,7.941989500145851
2011,20045,Developed,14887.890000000001,11.973641066546609
2011,20045,Double Crop,480.06,0.3860900456952842
2011,20045,Fallow/Barren,194.31,0.1562745423052341
2011,20045,Forest,22714.379999999997,18.268124843019724
2011,20045,Grass/Pasture/Shrubland,57175.83,45.98387455185977
2011,20045,Other Crops,171.63,0.13803406770545687
2011,20045,Sorghum,32.85,0.02641973503539159
2011,20045,Soybeans,12614.13,10.14496110508323
2011,20045,Water,4826.34,3.881601947966875
2011,20045,Wetlands,661.86,0.5323033738363555
2011,20045,Wheat,704.61,0.5666852208002213
2011,20061,Corn,4679.73,4.385023941925439
2011,20061,Developed,7652.16,7.1702651237238415
2011,20061,Double Crop,991.44,0.9290040530078784
2011,20061,Fallow/Barren,148.77,0.13940120730047412
2011,20061,Forest,16875.63,15.812886979606775
2011,20061,Grass/Pasture/Shrubland,59203.53,55.47518692242951
2011,20061,Other Crops,891.63,0.8354795890658179
2011,20061,Sorghum,689.04,0.6456476969706169
2011,20061,Soybeans,5745.69,5.383855096956785
2011,20061,Water,5601.15,5.24841750535088
2011,20061,Wetlands,967.23,0.9063186780751332
2011,20061,Wheat,3274.7400000000002,3.068513205586843
2011,20085,Corn,12698.28,7.466520467681523
2011,20085,Developed,7204.05,4.235942724148551
2011,20085,Double Crop,116.46,0.06847785476979482
2011,20085,Fallow/Barren,48.150000000000006,0.028311941500649328
2011,20085,Forest,22847.22,13.434042701816518
2011,20085,Grass/Pasture/Shrubland,108725.76,63.93016317203818
2011,20085,Other Crops,334.17,0.1964901659661887
2011,20085,Sorghum,217.35,0.12780063312909928
2011,20085,Soybeans,14782.05,8.691766040699342
2011,20085,Water,1570.68,0.9235514076062281
2011,20085,Wetlands,251.64,0.1479629690389075
2011,20085,Wheat,1273.77,0.7489699216050278
2011,20087,Corn,14235.48,9.905641766873101
2011,20087,Developed,8216.1,5.717105662809129
2011,20087,Double Crop,80.1,0.05573692671596148
2011,20087,Fallow/Barren,125.28,0.08717505841417797
2011,20087,Forest,30410.100000000002,21.16061816635531
2011,20087,Grass/Pasture/Shrubland,65952.90000000001,45.89278344575701
2011,20087,Other Crops,84.87,0.05905609201477717
2011,20087,Sorghum,168.3,0.11711017186387412
2011,20087,Soybeans,16505.64,11.485313946067945
2011,20087,Water,6555.42,4.56153513273843
2011,20087,Wetlands,1084.14,0.7543899092364855
2011,20087,Wheat,292.5,0.20353372115379195
2011,20091,Corn,4724.55,3.8592596132285966
2011,20091,Developed,56200.409999999996,45.90743511231515
2011,20091,Double Crop,243.18,0.1986421463938217
2011,20091,Fallow/Barren,478.35,0.3907413057302599
2011,20091,Forest,13136.76,10.730792840942927
2011,20091,Grass/Pasture/Shrubland,37282.049999999996,30.45392891669454
2011,20091,Other Crops,14.850000000000001,0.01213025690413789
2011,20091,Sorghum,26.91,0.021981495844468055
2011,20091,Soybeans,8568.27,6.999011200270543
2011,20091,Water,1169.91,0.9556436939205359
2011,20091,Wetlands,278.55,0.2275342128382228
2011,20091,Wheat,297.36,0.24289920491679748
2011,20103,Corn,7735.77,6.550042636660212
2011,20103,Developed,12257.46,10.378654693347537
2011,20103,Double Crop,334.53000000000003,0.2832537372804441
2011,20103,Fallow/Barren,126.63,0.10722034123045057
2011,20103,Forest,28784.969999999998,24.372852449721886
2011,20103,Grass/Pasture/Shrubland,54839.25,46.43357101652047
2011,20103,Other Crops,51.3,0.043436812012336054
2011,20103,Sorghum,16.11,0.013640683070540621
2011,20103,Soybeans,10563.84,8.944630257473609
2011,20103,Water,1820.88,1.541778211637865
2011,20103,Wetlands,1155.69,0.978547549211241
2011,20103,Wheat,416.16,0.35237161183340693
2011,20117,Corn,39392.1,16.93209174718653
2011,20117,Developed,10582.83,4.54886762840463
2011,20117,Double Crop,1872.1799999999998,0.8047279410655352
2011,20117,Fallow/Barren,126.99000000000001,0.05458470939541729
2011,20117,Forest,28519.739999999998,12.258774076170235
2011,20117,Grass/Pasture/Shrubland,67010.4,28.803395625408857
2011,20117,Other Crops,2131.65,0.9162571523957892
2011,20117,Sorghum,4482.45,1.9267125807503598
2011,20117,Soybeans,57422.52,24.682192038369454
2011,20117,Water,2062.26,0.8864309221024748
2011,20117,Wetlands,1271.6100000000001,0.5465821113025167
2011,20117,Wheat,17772.84,7.63938346744821
2011,20127,Corn,8375.67,4.6257424758307035
2011,20127,Developed,7092.54,3.9170912344359667
2011,20127,Double Crop,1583.37,0.8744687725228023
2011,20127,Fallow/Barren,89.28,0.04930785098292616
2011,20127,Forest,10910.25,6.025548624400427
2011,20127,Grass/Pasture/Shrubland,121176,66.92347839053608
2011,20127,Other Crops,1696.95,0.9371971071401943
2011,20127,Sorghum,1862.1,1.0284066903596192
2011,20127,Soybeans,15874.11,8.76700549245719
2011,20127,Water,2295.72,1.2678877649924198
2011,20127,Wetlands,601.2,0.33203270621567216
2011,20127,Wheat,9509.31,5.251832890126003
2011,20131,Corn,40261.23,21.39070393508391
2011,20131,Developed,8640.54,4.590700109739567
2011,20131,Double Crop,426.78,0.22674728579864822
2011,20131,Fallow/Barren,54.81,0.02912043379404825
2011,20131,Forest,20076.66,10.666685793388371
2011,20131,Grass/Pasture/Shrubland,69133.04999999999,36.7302391079297
2011,20131,Other Crops,1412.1,0.7502456588318833
2011,20131,Sorghum,605.07,0.32147237503675924
2011,20131,Soybeans,42584.67,22.625142553847702
2011,20131,Water,1000.62,0.5316272297573538
2011,20131,Wetlands,194.04000000000002,0.10309302998352714
2011,20131,Wheat,3828.78,2.0342224868085395
2011,20139,Corn,13376.16,7.225954002512632
2011,20139,Developed,9679.59,5.229024780144767
2011,20139,Double Crop,1325.61,0.7161096222885169
2011,20139,Fallow/Barren,93.60000000000001,0.050563786216311885
2011,20139,Forest,20216.97,10.92143748954691
2011,20139,Grass/Pasture/Shrubland,107764.47,58.215594260621316
2011,20139,Other Crops,219.06,0.11833870735625299
2011,20139,Sorghum,249.21,0.13462608080093036
2011,20139,Soybeans,24481.44,13.225152760977203
2011,20139,Water,5657.58,3.0562891626248048
2011,20139,Wetlands,703.53,0.38005492005087493
2011,20139,Wheat,1345.5,0.7268544268594832
2011,20149,Corn,14792.67,6.671656652193274
2011,20149,Developed,10124.64,4.566323848707643
2011,20149,Double Crop,185.22,0.08353625445029451
2011,20149,Fallow/Barren,264.06,0.11909396042622163
2011,20149,Forest,31186.08,14.065264626861252
2011,20149,Grass/Pasture/Shrubland,137697.12,62.10291358056763
2011,20149,Other Crops,1368.72,0.6173077539747711
2011,20149,Sorghum,459.09,0.20705463262922852
2011,20149,Soybeans,17299.08,7.802075092517012
2011,20149,Water,5233.68,2.3604471665663396
2011,20149,Wetlands,1026.9,0.46314317943530636
2011,20149,Wheat,2086.83,0.9411832516710295
2011,20161,Corn,6868.17,4.308275447803663
2011,20161,Developed,12798.45,8.02822992222714
2011,20161,Double Crop,957.9599999999999,0.6009105115304362
2011,20161,Fallow/Barren,357.03,0.22395828628722667
2011,20161,Forest,26496.45,16.620730848094524
2011,20161,Grass/Pasture/Shrubland,79943.21999999999,50.14689676352895
2011,20161,Other Crops,1362.96,0.8549594876566072
2011,20161,Sorghum,2411.1,1.5124382378711374
2011,20161,Soybeans,13781.25,8.644722104293317
2011,20161,Water,5993.73,3.7597554806832454
2011,20161,Wetlands,2023.83,1.2695109613664899
2011,20161,Wheat,6423.93,4.029611948657267
2011,20177,Corn,13273.29,9.11384692202733
2011,20177,Developed,25380.09,17.426746129051395
2011,20177,Double Crop,267.03,0.18335096600684211
2011,20177,Fallow/Barren,232.29,0.15949741936759676
2011,20177,Forest,20128.95,13.821152781348257
2011,20177,Grass/Pasture/Shrubland,68361.56999999999,46.93914502956356
2011,20177,Other Crops,163.98,0.11259368387747434
2011,20177,Sorghum,154.89,0.10635221182938162
2011,20177,Soybeans,13479.75,9.25560867329787
2011,20177,Water,2728.53,1.8734921592279856
2011,20177,Wetlands,644.76,0.4427119381439222
2011,20177,Wheat,823.59,0.5655020862583796
2011,20197,Corn,9991.26,4.83456127316704
2011,20197,Developed,7284.15,3.524647491701717
2011,20197,Double Crop,354.51,0.17153995761800286
2011,20197,Fallow/Barren,130.59,0.06318976351960451
2011,20197,Forest,13055.58,6.317321485651875
2011,20197,Grass/Pasture/Shrubland,161083.08,77.944725723329
2011,20197,Other Crops,540.54,0.26155597498190536
2011,20197,Sorghum,82.17,0.039760340519227375
2011,20197,Soybeans,10650.96,5.153776274268832
2011,20197,Water,1427.04,0.6905147418103715
2011,20197,Wetlands,342.09000000000003,0.165530179971066
2011,20197,Wheat,1721.25,0.832876793461362
2011,20209,Corn,839.43,2.146585532008911
2011,20209,Developed,19763.37,50.53877524717839
2011,20209,Double Crop,33.57,0.08584500948207612
2011,20209,Fallow/Barren,212.94,0.5445289341409976
2011,20209,Forest,7635.06,19.524331191427468
2011,20209,Grass/Pasture/Shrubland,7760.07,19.844006039069832
2011,20209,Other Crops,0.63,0.0016110323495295783
2011,20209,Sorghum,7.74,0.019792683151363396
2011,20209,Soybeans,1349.91,3.4519820300848783
2011,20209,Water,1181.97,3.0225268351959937
2011,20209,Wetlands,309.42,0.7912470310975273
2011,20209,Wheat,11.25,0.02876843481302819
2012,20005,Corn,21464.82,19.34420565212419
2012,20005,Developed,6452.46,5.814989979049685
2012,20005,Double Crop,392.22,0.3534706715861652
2012,20005,Fallow/Barren,70.92,0.06391346700548374
2012,20005,Forest,16509.87,14.878779350110346
2012,20005,Grass/Pasture/Shrubland,41019.12,36.96664090121233
2012,20005,Other Crops,49.59,0.04469076182743851
2012,20005,Sorghum,3.42,0.0030821215053405864
2012,20005,Soybeans,23066.01,20.787206275848252
2012,20005,Water,1278.63,1.152307900694045
2012,20005,Wetlands,341.1,0.3074010659273901
2012,20005,Wheat,314.37,0.28331185310933343
2012,20013,Corn,45247.95,30.3766975133348
2012,20013,Developed,7670.07,5.149214412942549
2012,20013,Double Crop,217.53,0.1460362957896594
2012,20013,Fallow/Barren,23.04,0.015467642417109144
2012,20013,Forest,11307.15,7.590926777630889
2012,20013,Grass/Pasture/Shrubland,37854.81,25.413396911788517
2012,20013,Other Crops,184.32,0.12374113933687315
2012,20013,Sorghum,13.41,0.009002651250583058
2012,20013,Soybeans,44795.25,30.07278250802988
2012,20013,Water,727.65,0.48849956618096657
2012,20013,Wetlands,231.57,0.1554618903875853
2012,20013,Wheat,683.37,0.458772690910585
2012,20045,Corn,8974.89,7.218088760176123
2012,20045,Developed,14915.699999999999,11.996007362782048
2012,20045,Double Crop,872.91,0.7020411235842823
2012,20045,Fallow/Barren,159.57000000000002,0.12833476771986108
2012,20045,Forest,22913.010000000002,18.427873761439205
2012,20045,Grass/Pasture/Shrubland,58038.659999999996,46.67780879784415
2012,20045,Other Crops,52.919999999999995,0.042561107399480144
2012,20045,Sorghum,5.67,0.004560118649944302
2012,20045,Soybeans,12399.03,9.9719661277282
2012,20045,Water,4626,3.7204777556688424
2012,20045,Wetlands,352.8,0.28374071599653433
2012,20045,Wheat,1027.71,0.826539601011333
2012,20061,Corn,4066.2,3.8101310017153174
2012,20061,Developed,7590.870000000001,7.112834862277005
2012,20061,Double Crop,1089.6299999999999,1.0210105364711675
2012,20061,Fallow/Barren,150.84,0.14134084902334823
2012,20061,Forest,14942.88,14.001851936184098
2012,20061,Grass/Pasture/Shrubland,61690.590000000004,57.80562428633834
2012,20061,Other Crops,1099.3500000000001,1.030118419343794
2012,20061,Sorghum,920.7,0.8627189054348761
2012,20061,Soybeans,5293.62,4.960254211130845
2012,20061,Water,5546.7,5.197396494814409
2012,20061,Wetlands,926.46,0.8681161693593953
2012,20061,Wheat,3402.9,3.1886023279073963
2012,20085,Corn,12303.99,7.234680064477139
2012,20085,Developed,7213.14,4.24128759534774
2012,20085,Double Crop,237.96,0.13991920248171366
2012,20085,Fallow/Barren,44.19,0.025983482760409005
2012,20085,Forest,22141.079999999998,13.018836172818208
2012,20085,Grass/Pasture/Shrubland,109549.53,64.41453550952498
2012,20085,Other Crops,236.16,0.1388608121452408
2012,20085,Sorghum,52.56,0.030904997825007864
2012,20085,Soybeans,15663.96,9.210324386054227
2012,20085,Water,1437.75,0.8453892812577064
2012,20085,Wetlands,169.47,0.09964745017892089
2012,20085,Wheat,1019.79,0.5996310451287056
2012,20087,Corn,14102.82,9.813331396109811
2012,20087,Developed,8254.62,5.743909488241074
2012,20087,Double Crop,357.47999999999996,0.24874952013011123
2012,20087,Fallow/Barren,127.44,0.08867807666269827
2012,20087,Forest,31341.510000000002,21.80873216026934
2012,20087,Grass/Pasture/Shrubland,66135.15000000001,46.01960061047591
2012,20087,Other Crops,80.91,0.056300558559156604
2012,20087,Sorghum,51.57,0.03588456068342239
2012,20087,Soybeans,15844.23,11.025077233218957
2012,20087,Water,6336.63,4.409291909315394
2012,20087,Wetlands,645.12,0.4489014502247325
2012,20087,Wheat,433.35,0.30154303610938715
2012,20091,Corn,4722.75,3.8577892790583976
2012,20091,Developed,56240.37,45.940076530893556
2012,20091,Double Crop,585.36,0.4781526721485625
2012,20091,Fallow/Barren,427.23,0.34898381529662154
2012,20091,Forest,13185.630000000001,10.770712413663816
2012,20091,Grass/Pasture/Shrubland,37989,31.031402662040016
2012,20091,Other Crops,26.82,0.02190797913595812
2012,20091,Sorghum,6.57,0.0053667197212246415
2012,20091,Soybeans,7525.53,6.147246615474531
2012,20091,Water,1162.44,0.9495418071142119
2012,20091,Wetlands,157.5,0.12865423989237154
2012,20091,Wheat,391.95,0.32016526556073027
2012,20103,Corn,6512.49,5.5142651824993845
2012,20103,Developed,12281.039999999999,10.398620385886542
2012,20103,Double Crop,307.44,0.2603160523405964
2012,20103,Fallow/Barren,112.68,0.09540857656042938
2012,20103,Forest,29029.86,24.58020607338078
2012,20103,Grass/Pasture/Shrubland,55404.36,46.91206179305636
2012,20103,Other Crops,37.98,0.03215848187579968
2012,20103,Sorghum,9.27,0.00784910813556248
2012,20103,Soybeans,11640.78,9.856498489999247
2012,20103,Water,1701.45,1.4406542650758125
2012,20103,Wetlands,757.5300000000001,0.6414169240488291
2012,20103,Wheat,307.71,0.2605446671406613
2012,20117,Corn,41009.67,17.627379473596047
2012,20117,Developed,10662.12,4.582949222293618
2012,20117,Double Crop,2645.9100000000003,1.1373039486292509
2012,20117,Fallow/Barren,84.24000000000001,0.03620927568682536
2012,20117,Forest,29916,12.858935083654647
2012,20117,Grass/Pasture/Shrubland,68862.6,29.59953546903585
2012,20117,Other Crops,1428.0300000000002,0.6138168561141645
2012,20117,Sorghum,1936.89,0.832542544931804
2012,20117,Soybeans,58041.18,24.948113577975477
2012,20117,Water,1983.87,0.8527361794494565
2012,20117,Wetlands,737.8199999999999,0.3171406432484981
2012,20117,Wheat,15339.24,6.593337725384366
2012,20127,Corn,7029.18,3.882098565996471
2012,20127,Developed,7086.87,3.9139597882545916
2012,20127,Double Crop,2974.32,1.6426671968586128
2012,20127,Fallow/Barren,109.89,0.060690409324750845
2012,20127,Forest,9127.89,5.041181002559832
2012,20127,Grass/Pasture/Shrubland,124769.88,68.90831821457863
2012,20127,Other Crops,1882.6200000000001,1.0397395432065015
2012,20127,Sorghum,1983.24,1.0953102865521784
2012,20127,Soybeans,14027.67,7.747247558217561
2012,20127,Water,2090.34,1.1544598255337128
2012,20127,Wetlands,596.34,0.329348609488779
2012,20127,Wheat,9388.26,5.184978999428387
2012,20131,Corn,41922.45,22.273306508106142
2012,20131,Developed,8741.880000000001,4.644541831335787
2012,20131,Double Crop,876.6,0.4657356734877338
2012,20131,Fallow/Barren,46.620000000000005,0.02476910460643184
2012,20131,Forest,20000.789999999997,10.626376227397593
2012,20131,Grass/Pasture/Shrubland,68515.56,36.402168013905126
2012,20131,Other Crops,1557,0.827230713689712
2012,20131,Sorghum,40.59,0.02156537872104394
2012,20131,Soybeans,42765.75,22.721349964017854
2012,20131,Water,842.13,0.4474218374563373
2012,20131,Wetlands,224.91,0.11949419384454278
2012,20131,Wheat,2684.07,1.4260405534316927
2012,20139,Corn,13260.33,7.163381317069945
2012,20139,Developed,9722.43,5.252167436143773
2012,20139,Double Crop,1668.15,0.9011536322301352
2012,20139,Fallow/Barren,69.66,0.03763112551098595
2012,20139,Forest,19769.219999999998,10.679557839137146
2012,20139,Grass/Pasture/Shrubland,109919.7,59.37987405727711
2012,20139,Other Crops,147.78,0.07983243939152318
2012,20139,Sorghum,117.36,0.06339920887122182
2012,20139,Soybeans,22907.61,12.374951867165045
2012,20139,Water,5520.42,2.982193768207825
2012,20139,Wetlands,426.69,0.23050279851109098
2012,20139,Wheat,1583.37,0.8553545104842065
2012,20149,Corn,14034.42,6.329677573600595
2012,20149,Developed,10194.75,4.597944228793542
2012,20149,Double Crop,463.32,0.20896240909140726
2012,20149,Fallow/Barren,191.88,0.0865399876035121
2012,20149,Forest,31438.35,14.179041167786504
2012,20149,Grass/Pasture/Shrubland,137938.77,62.211900384843155
2012,20149,Other Crops,1279.71,0.5771632662919036
2012,20149,Sorghum,196.47,0.08861012801991881
2012,20149,Soybeans,18756.27,8.459283788243308
2012,20149,Water,4983.39,2.2475636273893382
2012,20149,Wetlands,926.3700000000001,0.41780304521714356
2012,20149,Wheat,1320.39,0.5955103931196651
2012,20161,Corn,5446.9800000000005,3.416789362912915
2012,20161,Developed,12802.41,8.030713956660374
2012,20161,Double Crop,1936.8,1.2149186591633772
2012,20161,Fallow/Barren,459.54,0.2882609049111619
2012,20161,Forest,25913.879999999997,16.25529550976903
2012,20161,Grass/Pasture/Shrubland,80421.75,50.44706974265404
2012,20161,Other Crops,1088.64,0.6828836478271474
2012,20161,Sorghum,2037.78,1.278261537210836
2012,20161,Soybeans,14754.24,9.255060655604435
2012,20161,Water,6641.1,4.165838655188923
2012,20161,Wetlands,2599.92,1.6308815160739614
2012,20161,Wheat,5315.04,3.3340258520238106
2012,20177,Corn,13562.91,9.312708873024976
2012,20177,Developed,25381.170000000002,17.427487690086814
2012,20177,Double Crop,583.65,0.4007519428899127
2012,20177,Fallow/Barren,181.70999999999998,0.12476764420890267
2012,20177,Forest,20106.809999999998,13.805950780122208
2012,20177,Grass/Pasture/Shrubland,69572.15999999999,47.77037315351301
2012,20177,Other Crops,124.65,0.0855885028377069
2012,20177,Sorghum,51.93,0.035656726452965255
2012,20177,Soybeans,12346.47,8.477463960133678
2012,20177,Water,2467.26,1.694096185410034
2012,20177,Wetlands,391.77,0.2690012655975004
2012,20177,Wheat,868.23,0.5961532757222805
2012,20197,Corn,8820.9,4.268248602726697
2012,20197,Developed,7292.070000000001,3.528479813679474
2012,20197,Double Crop,418.40999999999997,0.20245982812035931
2012,20197,Fallow/Barren,101.16,0.048949203443167104
2012,20197,Forest,13048.92,6.3140988512614875
2012,20197,Grass/Pasture/Shrubland,161740.16999999998,78.26267780014267
2012,20197,Other Crops,505.34999999999997,0.24452827164891752
2012,20197,Sorghum,150.84,0.07298831403091466
2012,20197,Soybeans,11503.62,5.566360574465066
2012,20197,Water,1275.21,0.6170473875322374
2012,20197,Wetlands,429.39,0.20777281995315858
2012,20197,Wheat,1377.18,0.6663885329958569
2012,20209,Corn,826.92,2.114595032496824
2012,20209,Developed,19784.7,50.59332019958389
2012,20209,Double Crop,37.62,0.09620164601476626
2012,20209,Fallow/Barren,184.41,0.47157218345515806
2012,20209,Forest,7727.31,19.760232356894296
2012,20209,Grass/Pasture/Shrubland,7964.370000000001,20.36644081527443
2012,20209,Other Crops,0.54,0.0013808848710253532
2012,20209,Sorghum,0.18,4.60294957008451e-4
2012,20209,Soybeans,1222.38,3.1258630530443914
2012,20209,Water,1141.11,2.918039879955075
2012,20209,Wetlands,177.48000000000002,0.4538508276103328
2012,20209,Wheat,38.34,0.09804282584280008
2013,20005,Corn,25640.82,23.107638227066378
2013,20005,Developed,6365.16,5.736314772202833
2013,20005,Double Crop,142.29,0.12823247631430176
2013,20005,Fallow/Barren,239.04000000000002,0.21542407153117366
2013,20005,Forest,17721.27,15.970499230686249
2013,20005,Grass/Pasture/Shrubland,11830.5,10.661707154658425
2013,20005,Other Crops,19875.690000000002,17.91207356212949
2013,20005,Sorghum,110.7,0.09976340662023477
2013,20005,Soybeans,25739.01,23.19612755765392
2013,20005,Water,1349.55,1.2162213676995288
2013,20005,Wetlands,461.61,0.41600529476031234
2013,20005,Wheat,1486.89,1.3399928786771536
2013,20013,Corn,50774.76,34.087058658617046
2013,20013,Developed,7345.26,4.931156907148226
2013,20013,Double Crop,278.46,0.18694095952553005
2013,20013,Fallow/Barren,69.75,0.046825870598670265
2013,20013,Forest,11544.210000000001,7.750074317188177
2013,20013,Grass/Pasture/Shrubland,17626.5,11.833350653870415
2013,20013,Other Crops,10915.02,7.327674754149075
2013,20013,Sorghum,89.19,0.059876693888106104
2013,20013,Soybeans,47403,31.823465863638233
2013,20013,Water,960.12,0.6445656613504702
2013,20013,Wetlands,492.57,0.33068127714389983
2013,20013,Wheat,1457.28,0.9783283828821534
2013,20045,Corn,10330.92,8.308680945869943
2013,20045,Developed,14805.720000000001,11.907555537540274
2013,20045,Double Crop,742.68,0.59730316030699
2013,20045,Fallow/Barren,534.06,0.4295197471233251
2013,20045,Forest,23948.190000000002,19.260421137814753
2013,20045,Grass/Pasture/Shrubland,29771.01,23.943445842800404
2013,20045,Other Crops,22744.71,18.292517858655142
2013,20045,Sorghum,33.03,0.026564500706818393
2013,20045,Soybeans,13050.45,10.495873092621801
2013,20045,Water,4863.15,3.911206527773656
2013,20045,Wetlands,529.29,0.4256834568305149
2013,20045,Wheat,2985.66,2.4012281919563847
2013,20061,Corn,4197.87,3.9335090817398757
2013,20061,Developed,7527.33,7.053296294609653
2013,20061,Double Crop,787.59,0.7379915094291889
2013,20061,Fallow/Barren,75.96,0.0711764180045978
2013,20061,Forest,13223.880000000001,12.391105983710386
2013,20061,Grass/Pasture/Shrubland,60590.88,56.775168537999264
2013,20061,Other Crops,5067.99,4.748833263337567
2013,20061,Sorghum,1123.56,1.0528037942765391
2013,20061,Soybeans,4680.45,4.385698599916005
2013,20061,Water,5105.07,4.783578149851659
2013,20061,Wetlands,915.84,0.8581649639985631
2013,20061,Wheat,3424.32,3.208673403126703
2013,20085,Corn,14588.37,8.57788324049486
2013,20085,Developed,7137.719999999999,4.196941040249525
2013,20085,Double Crop,125.28,0.07366396741851187
2013,20085,Fallow/Barren,125.91,0.07403440403627738
2013,20085,Forest,24016.05,14.121308466805175
2013,20085,Grass/Pasture/Shrubland,65780.73000000001,38.67871608785063
2013,20085,Other Crops,36409.5,21.408590531005014
2013,20085,Sorghum,477.54,0.2807909562662529
2013,20085,Soybeans,16814.07,9.886582891543567
2013,20085,Water,1299.42,0.7640519838997661
2013,20085,Wetlands,265.05,0.1558479770456304
2013,20085,Wheat,3029.94,1.7815884533847852
2013,20087,Corn,15704.46,10.927819427387623
2013,20087,Developed,8103.51,5.638760836605008
2013,20087,Double Crop,263.34,0.18324297479876778
2013,20087,Fallow/Barren,372.87,0.2594585251508185
2013,20087,Forest,33542.64,23.340370381271892
2013,20087,Grass/Pasture/Shrubland,26435.7,18.395064589077943
2013,20087,Other Crops,31824.27,22.14465673881363
2013,20087,Sorghum,272.43,0.1895681765946241
2013,20087,Soybeans,17744.85,12.34760804039612
2013,20087,Water,6549.66,4.557527084075709
2013,20087,Wetlands,736.29,0.5123413454643606
2013,20087,Wheat,2160.81,1.503581880363505
2013,20091,Corn,5178.69,4.230224924369686
2013,20091,Developed,56040.57,45.77686943800152
2013,20091,Double Crop,725.13,0.5923241204644786
2013,20091,Fallow/Barren,1946.97,1.5903869551952423
2013,20091,Forest,13591.08,11.101905185501035
2013,20091,Grass/Pasture/Shrubland,11594.160000000002,9.470716457082785
2013,20091,Other Crops,19952.37,16.29813965969116
2013,20091,Sorghum,22.23,0.01815862700195187
2013,20091,Soybeans,9572.4,7.819237117115793
2013,20091,Water,1509.21,1.232801685002959
2013,20091,Wetlands,206.19,0.16842677919624183
2013,20091,Wheat,2082.15,1.7008090513771519
