Year,Crop,Crop_area_m2,Crop_area_ha,Yield_kgHa,Irrigation_m,Irrigation_m3,fert_kgcrop,NetReturn_ha,Crop_prc,NitrateFluxPredicted_kg
2017,Sorghum,36152100,3615.21,6104.967921012757,0,0,404903.52,122.09935842025527,0.6276359947270287,8005118.07900521
2017,Soybeans,7917213600,791721.36,3520.736205566028,0.13845430192422425,1096172282.1729743,44336396.16,135.8850627202763,14.482490652568085,8005118.07900521
2017,Wheat,176176800,17617.68,3780.195767699088,0,0,1567973.52,113.4058730309726,1.6149981498406054,8005118.07900521
2018,Corn,6038789400,603878.9400000001,9966.508016087719,0.12230426041922508,738569671.394456,150969735,263.5270049610563,10.96503019087359,4981011.372543791
2018,Sorghum,63319500,6331.95,5682.614669889007,0,0,709178.4,113.65229339778021,0.7921699786602974,4981011.372543791
2018,Soybeans,7782912000,778291.2,3458.898460655923,0.12392571290918813,964502918.1094753,43584307.2,137.00646628913157,14.30128473916417,4981011.372543791
2018,Wheat,216104400,21610.44,2801.284403949363,0,0,1923329.16,84.0385321184809,1.523562833073678,4981011.372543791
2019,Corn,6359603400,635960.34,10993.834120980819,0.042410276157828865,269712536.4482674,158990085,317.51604354365423,12.155616277151715,20478950.88469697
2019,Sorghum,111224700,11122.47,6422.29666006451,0,0,1245716.64,128.4459332012903,1.023420780461132,20478950.88469697
2019,Soybeans,7657828200,765782.82,3807.004433248274,0.04373910465401005,334946549.0622294,42883837.92,177.66588131275074,13.948368447853575,20478950.88469697
2019,Wheat,216792000,21679.2,3014.4148723946128,0,0,1929448.8,90.43244617183841,1.2383630035033895,20478950.88469697
2020,Corn,6487155000,648715.5,12452.00440752708,0.12195984077859028,791172390.9060358,162178875,338.1917784000213,12.37380599726261,9882800.877290152
2020,Sorghum,119757600,11975.76,6316.803138246806,0,0,1341285.12,126.33606276493617,0.8309950501138983,9882800.877290152
2020,Soybeans,8167818600,816781.86,3736.6452270209297,0.12364068800076948,1009874711.1694818,45739784.160000004,150.97646183082333,14.999766251975705,9882800.877290152
2020,Wheat,167773500,16777.35,3220.5953733625,0,0,1493184.15,96.61786120087503,1.2072334095763073,9882800.877290152
2021,Corn,6487155000,648715.5,11483.565187874885,0.13298080314305133,862667082.0134611,162178875,305.94252272476166,12.37380599726261,9736554.520983025
2021,Sorghum,119757600,11975.76,6634.936494407814,0,0,1341285.12,132.69872988815644,0.8309950501138983,9736554.520983025
2021,Soybeans,8167818600,816781.86,3753.240569351367,0.12805811411373136,1045955446.3390574,45739784.160000004,150.52517537458618,14.999766251975705,9736554.520983025
2021,Wheat,167773500,16777.35,3610.3096478351727,0,0,1493184.15,108.30928943505516,1.2072334095763073,9736554.520983025
2022,Corn,6478801200,647880.12,10952.67921940888,0.13653472683782783,884581352.0785911,161970030,288.9853057992964,11.73376356855704,4858736.679763807
2022,Sorghum,155915100,15591.51,5253.7935370319465,0,0,1746249.1199999999,105.07587074063903,0.9686129986270147,4858736.679763807
2022,Soybeans,8073385200,807338.52,3122.8214666427366,0.13563164877119463,1095006545.840961,45210957.120000005,116.80789518849035,14.69729059299422,4858736.679763807
2022,Wheat,160560000,16056,3526.962652725961,0,0,1428984,105.80887958177884,1.1779861667239846,4858736.679763807
2023,Corn,6159600000,615960,12241.311869293628,0.15456536458261266,952060819.683061,153990000,322.41540034985104,11.701552871769648,NA
2023,Sorghum,102501900,10250.19,4406.066772408802,0,0,1148021.28,88.12133544817613,0.8178139490961537,NA
2023,Soybeans,8376611400,837661.14,3224.12320773362,0.15507524129994693,1299005034.1308863,46909023.839999996,116.23434040969633,15.299821148224396,NA
2023,Wheat,141636600,14163.66,3720.5546286423237,0,0,1260565.74,111.61663885926971,1.1285711681590096,NA
