Year,Crop,waterUse_m3,n_waterUse_NA,irrArea_ha,n_irrArea_NA
2002,Unknown,153086061.69318053,0,762.0230642626,337
2003,Alfalfa,141258.34003593968,0,131.522833715,0
2003,Corn,16760908.918328319,0,7889.5489375101,1
2003,Golf Course/Turf/Sod,2239484.95461449,0,842.9601927025999,1
2003,Multi-Crop,14115201.39015431,0,6744.086227262999,2
2003,Other Crop,1654148.4834246994,0,652.7579408685999,2
2003,Sorghum,495156.6140466929,0,131.522833715,0
2003,Soybeans,13805807.14084227,0,5771.8289718774995,3
2003,Unknown,162964006.2749917,0,541.8740749058,340
2003,Wheat,36548.06684653242,0,50.1810196328,0
2004,Alfalfa,93423.91437584764,0,295.42051880599996,0
2004,Corn,3370279.4291861607,0,4986.9411688306,0
2004,Golf Course/Turf/Sod,2058212.4637685092,0,880.5959574271999,0
2004,Multi-Crop,4814476.9690419,0,6042.361323688199,0
2004,Other Crop,782915.5919281491,0,734.0997549507999,0
2004,Sorghum,14530.416046309549,0,12.140569266,0
2004,Soybeans,4300990.814889251,0,5452.7343430027995,0
2004,Unknown,137204057.92337832,0,42.491992431,319
2004,Wheat,12902.220020746849,0,36.0170221558,0
2005,Alfalfa,122114.70191720249,0,93.8870689904,0
2005,Corn,12195040.213644117,0,7966.2368667069995,0
2005,Golf Course/Turf/Sod,2563569.97261172,0,867.2413312345999,0
2005,Multi-Crop,10560232.725432161,0,7852.5202012488,0
2005,Other Crop,1323908.3910581071,0,855.9101332529999,0
2005,Soybeans,8536964.802121373,0,6323.8201878383,0
2005,Unknown,134495196.12512186,0,0,328
2006,Alfalfa,93830.96338223832,0,91.4589551372,0
2006,Corn,17555542.587713167,0,9046.5451885599,0
2006,Golf Course/Turf/Sod,2503376.058939402,0,1040.8514717383998,0
2006,Multi-Crop,13544518.683194583,0,7912.4136762944,0
2006,Other Crop,1249652.7844377477,0,759.5949504094,0
2006,Soybeans,8790667.346468143,0,6090.114229467799,0
2006,Unknown,166798013.20100382,0,0,316
2007,Alfalfa,105277.67483467913,0,69.6059304584,0
2007,Corn,13623560.199344628,0,11030.111863803199,0
2007,Golf Course/Turf/Sod,2298359.042720632,0,828.3915095834,0
2007,Multi-Crop,7778657.172852297,0,6419.123656576399,0
2007,Other Crop,916686.6972101756,0,766.4746063268,0
2007,Sorghum,174044.28727795224,0,95.10112591699999,0
2007,Soybeans,5796464.19473184,0,5112.596060733699,0
2007,Unknown,174709923.41676638,0,0,309
2007,Wheat,20019.410223395924,0,28.327994953999998,0
2008,Alfalfa,136386.08677762706,0,237.5504719714,0
2008,Corn,7789573.487114592,0,8738.3770720246,0
2008,Golf Course/Turf/Sod,1651582.8412026004,0,839.3180219228,0
2008,Multi-Crop,5429515.682879834,0,6319.166302953,0
2008,Other Crop,458127.48928351694,0,621.5971464191999,0
2008,Sorghum,28653.783086228425,0,76.89027201799999,0
2008,Soybeans,4835569.508463962,0,6000.2740168994,0
2008,Unknown,183381177.38654155,0,0,306
2009,Alfalfa,4329.521249791725,0,26.304566743,0
2009,Corn,3514966.848730482,0,7132.584443774999,0
2009,Golf Course/Turf/Sod,1219296.7964157036,0,851.4585911887999,0
2009,Multi-Crop,2662976.273899673,0,5074.3532675458,0
2009,Other Crop,422529.2034518961,0,339.935939448,0
2009,Sorghum,727.754284153025,0,2.0234282109999997,0
2009,Soybeans,1273755.0195434259,0,3633.8747241348997,0
2009,Unknown,172456043.7291077,0,0,309
2010,Alfalfa,65769.2515780327,0,100.7667249078,0
2010,Corn,7946497.046487385,0,9435.8527763563,1
2010,Golf Course/Turf/Sod,1805570.7138020303,0,819.2860826338999,0
2010,Multi-Crop,5750418.317736192,0,5780.934398826999,0
2010,Other Crop,540573.4153051919,0,479.55248600699997,0
2010,Sorghum,42703.141215894444,0,50.585705274999995,0
2010,Soybeans,7193172.683842001,0,6890.177744097199,0
2010,Unknown,189581310.8474292,0,0,322
2011,Alfalfa,130502.3784125255,0,79.3183858712,0
2011,Corn,20168698.530194297,0,10528.706353117399,0
2011,Golf Course/Turf/Sod,2173740.3726732084,0,776.7940902029,0
2011,Multi-Crop,11235021.299480898,0,6317.5475603842,0
2011,Other Crop,1162976.0157132847,0,570.6067555019999,0
2011,Sorghum,82211.56447254086,0,48.96696270619999,0
2011,Soybeans,12389560.299425358,0,7220.1988853113,0
2011,Unknown,187361734.2896727,0,0,328
2011,Wheat,15467.862242845647,0,28.327994953999998,0
2012,Alfalfa,248706.94290470242,0,110.8838659628,0
2012,Corn,24828410.533079114,0,10586.374057130899,0
2012,Golf Course/Turf/Sod,2880920.1797759407,0,742.3958106158999,0
2012,Multi-Crop,49289687.53203058,0,7276.6525323982,4
2012,Other Crop,2243345.7527660136,0,682.0976499280999,0
2012,Sorghum,121436.28690655137,0,52.609133486,0
2012,Soybeans,13130623.85260552,0,6347.494297906999,0
2012,Unknown,177070511.61819127,0,84.1746135776,342
2013,Alfalfa,41432.65492322052,0,40.8732498622,0
2013,Corn,17887225.85382969,0,12053.157167284799,0
2013,Golf Course/Turf/Sod,2717656.523758154,0,824.5469959825,0
2013,Multi-Crop,8848764.34101663,0,6893.4152292348,0
2013,Other Crop,1102399.7226713272,0,791.160430501,0
2013,Sorghum,212504.25097268328,0,160.6601999534,0
2013,Soybeans,8758288.448232522,0,6675.087325267899,1
2013,Unknown,190184717.82753903,0,44.9201062842,338
2014,Alfalfa,32921.630244142776,0,75.27152944919999,0
2014,Corn,17621299.504472826,0,11426.501450338099,0
2014,Golf Course/Turf/Sod,1938207.015793513,0,875.9420725419,0
2014,Multi-Crop,8798080.572311804,0,6874.799689693599,0
2014,Other Crop,1165134.6089289929,0,903.6630390326,0
2014,Sorghum,629.075737149225,0,2.0234282109999997,0
2014,Soybeans,10008298.942403158,0,7632.1688690709,0
2014,Unknown,196019814.67342287,0,55.8466186236,354
2015,Corn,5063615.630589744,0,7938.3135573951995,0
2015,Golf Course/Turf/Sod,1627628.623917428,0,822.9282534137,0
2015,Multi-Crop,3713458.746028626,0,5655.481849745,0
2015,Other Crop,657877.5380559592,0,906.4958385279999,0
2015,Sorghum,57258.22689895495,0,51.7997622016,0
2015,Soybeans,4695655.663630949,0,7127.5258732474995,0
2015,Unknown,162119675.62237203,0,533.7803620617999,348
2015,Wheat,15517.20151634755,0,85.3886705042,0
2016,Alfalfa,76956.93184458851,0,18.210853899,0
2016,Corn,13947645.217341857,0,12366.9908828109,0
2016,Golf Course/Turf/Sod,2065860.0511613039,0,837.0922508906999,0
2016,Multi-Crop,5775544.342767035,0,6439.7626243285995,0
2016,Other Crop,674122.4938564596,0,635.7611438962,0
2016,Sorghum,24928.667936834972,0,21.448339036599997,0
2016,Soybeans,4139577.3816277855,0,6791.434447400399,0
2016,Unknown,171301295.03725085,0,408.732498622,339
2017,Alfalfa,10903.9794439199,0,16.187425687999998,0
2017,Corn,12250744.253427763,0,10042.6788968352,0
2017,Golf Course/Turf/Sod,2158617.885344876,0,870.8835020143999,0
2017,Multi-Crop,8983485.227313569,0,7790.198612349999,0
2017,Other Crop,561406.9235413691,0,474.6962583006,0
2017,Soybeans,10479600.017711682,0,9704.968728419299,0
2017,Unknown,174677458.17480212,0,16.187425687999998,326
2018,Alfalfa,40544.548000186325,0,47.7529057796,0
2018,Corn,20561118.44199166,0,11483.1574402461,0
2018,Golf Course/Turf/Sod,2900076.1527130534,0,1137.3689974031,0
2018,Multi-Crop,11970965.903035238,0,7868.505284115699,0
2018,Other Crop,629051.067512474,0,330.62816967739997,0
2018,Pasture,2466.963675095,0,0.8093712844,0
2018,Sorghum,54963.95068111659,0,44.1107349998,0
2018,Soybeans,10261249.062829023,0,8103.6276422339,0
2018,Unknown,163515446.66528565,0,0,346
2018,Wheat,456.388279892575,0,16.187425687999998,0
2019,Corn,7938923.468004843,0,10635.341019837098,0
2019,Golf Course/Turf/Sod,1911958.5222905022,0,1115.9206583665,0
2019,Multi-Crop,4554693.359236021,0,7176.4928359537,0
2019,Other Crop,424367.09138984187,0,548.7537308231999,0
2019,Sorghum,1640.530843938175,0,25.8998811008,0
2019,Soybeans,2635938.352020632,0,5807.036622748899,0
2019,Unknown,146686572.89770848,0,0,336
2020,Alfalfa,10410.586708900899,0,29.5420518806,0
2020,Corn,10459740.960127167,0,12100.100701779998,0
2020,Golf Course/Turf/Sod,2423742.4715073355,0,1177.635218802,0
2020,Multi-Crop,6348410.31257922,0,8045.352909757099,0
2020,Other Crop,513387.4756056449,0,441.9167212824,0
2020,Sorghum,24.669636750949998,0,0.4046856422,0
2020,Soybeans,4938441.8937154235,0,6993.5749256793,0
2020,Unknown,163918980.24843934,0,0,337
2020,Wheat,2466.963675095,0,2.0234282109999997,0
2021,Alfalfa,19390.3344862467,0,29.5420518806,0
2021,Corn,14034260.311974443,0,10951.400506395299,0
2021,Golf Course/Turf/Sod,2659115.4757481497,0,1137.1666545819999,0
2021,Multi-Crop,9646605.063179104,0,8584.596527988599,0
2021,Other Crop,908718.4045396188,0,562.513042658,0
2021,Sorghum,42148.07438899807,0,32.779537018199996,0
2021,Soybeans,8588166.63319797,0,8605.640181383,0
2021,Unknown,156216034.1907757,0,3.6421707798,329
2021,Wheat,16948.040447902647,0,47.3482201374,0
2022,Alfalfa,59256.46747578189,0,67.9871878896,0
2022,Corn,14290873.873457825,0,11176.810409100699,0
2022,Golf Course/Turf/Sod,2835589.7222460704,0,1113.6948873344,0
2022,Multi-Crop,10794754.627205068,0,8472.4986050992,0
2022,Other Crop,785098.8547806082,0,570.8090983231,0
2022,Sorghum,31355.108310457446,0,68.39187353179999,0
2022,Soybeans,9801863.42207121,0,7842.2007173727,0
2022,Unknown,155108552.52293366,0,0,330
2022,Wheat,12741.867381865675,0,21.0436533944,0
2023,Alfalfa,56135.75842678672,0,42.491992431,0
2023,Corn,15890662.812301805,0,11843.934690267399,0
2023,Golf Course/Turf/Sod,3461791.4467138094,0,1119.3604863251999,0
2023,Multi-Crop,11149368.3206816,0,8478.973575374399,0
2023,Other Crop,1093827.023900372,0,509.49922352979996,0
2023,Sorghum,14740.107958692623,0,4.8562277063999995,0
2023,Soybeans,12211408.517628372,0,8326.0024026228,0
2023,Unknown,143553751.0570686,0,0,333
