FIPS,County,Crop,Domain,period,n_years,years_active,baseline_area_ha,baseline_withdrawal_m3,baseline_depth_m,basin_area_share,crop_area_share,crop_domain_county_share
20103,Leavenworth,Sorghum,Alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20103,Leavenworth,Soybeans,Alluvial,recent_2019_2023,5,1,3.5612367999999996,3453.7491451329997,0.09698173244567729,1.5464098689066177e-4,5.376311239545212e-4,5.775490916727921e-4
20103,Leavenworth,Unknown,Alluvial,recent_2019_2023,5,0,0,0,NA,0,NA,NA
20131,Nemaha,Corn,Non-alluvial,recent_2019_2023,5,5,164.707202,128353.65305151774,0.07792837926511419,0.007152145643693107,0.01709983446351895,0.2613497720413536
20131,Nemaha,Multi-Crop,Non-alluvial,recent_2019_2023,5,1,16.996812,27876.6895285735,0.16401128357819986,7.380592556145221e-4,0.0028684997746178747,0.018323807861786133
20131,Nemaha,Soybeans,Non-alluvial,recent_2019_2023,5,3,25.090532,23682.851280912,0.09438959397477903,0.0010895160440023898,0.003787855646043218,0.05480420754883762
20139,Osage,Corn,Non-alluvial,recent_2019_2023,5,3,28.4898944,12253.408574196863,0.043009666523007056,0.0012371278951252944,0.002957809204500576,0.04520644705580171
20139,Osage,Multi-Crop,Non-alluvial,recent_2019_2023,5,1,9.3887152,9497.810149115749,0.10116197953385303,4.0768987452992654e-4,0.0015845046374079689,0.010121722437939008
20139,Osage,Soybeans,Non-alluvial,recent_2019_2023,5,4,38.5261072,16259.757582551143,0.04220451731118877,0.0016729343127262501,0.005816191250053458,0.08415097675240873
20149,Pottawatomie,Alfalfa,Alluvial,recent_2019_2023,5,4,23.6336624,14054.292057016215,0.059467262496802925,0.0010262538220925737,1,1
20149,Pottawatomie,Corn,Alluvial,recent_2019_2023,5,5,2307.8837894,2892310.1510638543,0.12532304114912965,0.10021614592485853,0.2396035527321922,0.2563780957647196
20149,Pottawatomie,Corn,Non-alluvial,recent_2019_2023,5,5,143.0160324,221747.96386326425,0.15505112269025878,0.006210241450813622,0.01484786609191056,0.22693122712386823
20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,recent_2019_2023,5,5,9.4696524,8646.707681207976,0.09130966286796308,4.1120444241380516e-4,0.022482705611068406,0.027877055039313793
20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,recent_2019_2023,5,5,44.51546,62414.180979903496,0.14020787605003632,0.0019330123361332723,0.10568793235972329,0.5461767626613704
20149,Pottawatomie,Multi-Crop,Alluvial,recent_2019_2023,5,5,1723.1934566,1710703.6256762522,0.09927519276051619,0.07482690753171897,0.29081806881667555,0.3447938006591253
20149,Pottawatomie,Multi-Crop,Non-alluvial,recent_2019_2023,5,1,11.250270800000001,14308.389315550998,0.12718262137788716,4.885249358591361e-4,0.0018986736603423078,0.012128615679944157
20149,Pottawatomie,Other Crop,Alluvial,recent_2019_2023,5,3,30.998947599999997,14772.178486468862,0.04765380643589611,0.0013460794995255332,0.08132498142053296,0.10017000130770236
20149,Pottawatomie,Other Crop,Non-alluvial,recent_2019_2023,5,5,29.137392,22565.316736093966,0.07744453153560882,0.0012652444381963236,0.07644123579997876,0.40632054176072235
20149,Pottawatomie,Sorghum,Alluvial,recent_2019_2023,5,1,5.1799808,328.106168787635,0.006334119400358298,2.2493234456823533e-4,0.6808510638297872,0.6808510638297872
20149,Pottawatomie,Soybeans,Alluvial,recent_2019_2023,5,5,2039.1722854,2250902.06250283,0.11038312351627991,0.08854778055038132,0.307848803465277,0.3307059225034128
20149,Pottawatomie,Soybeans,Non-alluvial,recent_2019_2023,5,5,130.9563896,121209.32624844262,0.09255701582692581,0.0056865708361156985,0.019770162694509444,0.28604260585167507
20149,Pottawatomie,Unknown,Alluvial,recent_2019_2023,5,0,0,0,NA,0,NA,NA
20149,Pottawatomie,Wheat,Alluvial,recent_2019_2023,5,1,2.1853044,675.94804697603,0.030931528210716548,9.489333286472428e-5,0.15517241379310345,0.15517241379310345
20161,Riley,Alfalfa,Alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20161,Riley,Corn,Alluvial,recent_2019_2023,5,5,454.94800119999996,565252.9199108422,0.12424561014003688,0.01975538607528204,0.04723251573436856,0.050539244114169594
20161,Riley,Corn,Non-alluvial,recent_2019_2023,5,4,26.709276,33188.06232105303,0.12425669015159015,0.0011598074016799633,0.0027729461292192894,0.042381044114814095
20161,Riley,Golf Course/Turf/Sod,Alluvial,recent_2019_2023,5,5,34.4792472,296247.79988745815,0.8592061136632302,0.0014972059185323165,0.08186010760953114,0.1015010721944246
20161,Riley,Golf Course/Turf/Sod,Non-alluvial,recent_2019_2023,5,1,0.24281160000000002,870.838177308535,0.35864768293958565,1.0543703651636031e-5,5.764796310530362e-4,0.00297914597815293
20161,Riley,Multi-Crop,Alluvial,recent_2019_2023,5,5,312.9032152,323747.0439737421,0.10346555364310048,0.013587319439074964,0.052807714898441445,0.06260880831113307
20161,Riley,Multi-Crop,Non-alluvial,recent_2019_2023,5,5,109.42709439999999,166048.85800696933,0.15174382443162937,0.004751695779003971,0.0184676747394446,0.11797042013873739
20161,Riley,Other Crop,Alluvial,recent_2019_2023,5,5,117.6826888,219890.3402159177,0.18685020070336608,0.005110181703159596,0.3087376579254698,0.3802798483065254
20161,Riley,Other Crop,Non-alluvial,recent_2019_2023,5,5,19.7486768,32605.858893730612,0.16510401797517196,8.57554563666397e-4,0.051810170931096716,0.2753950338600451
20161,Riley,Sorghum,Alluvial,recent_2019_2023,5,4,2.428116,4218.50788441245,0.17373584640982756,1.0543703651636032e-4,0.3191489361702128,0.3191489361702128
20161,Riley,Soybeans,Alluvial,recent_2019_2023,5,5,467.2504556,508460.94914648024,0.10881978670166548,0.0202896003936316,0.07053964724066936,0.07577706605061431
20161,Riley,Soybeans,Non-alluvial,recent_2019_2023,5,3,18.0489956,16915.969920126412,0.0937225001048059,7.83748638104945e-4,0.0027248122873149605,0.03942367188190578
20161,Riley,Unknown,Alluvial,recent_2019_2023,5,0,0,0,NA,0,NA,NA
20161,Riley,Unknown,Non-alluvial,recent_2019_2023,5,0,0,0,NA,0,NA,NA
20161,Riley,Wheat,Alluvial,recent_2019_2023,5,2,7.6890339999999995,3207.0527776235003,0.041709436811223626,3.3388394896847426e-4,0.5459770114942528,0.5459770114942528
20177,Shawnee,Alfalfa,Alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20177,Shawnee,Corn,Alluvial,recent_2019_2023,5,5,3372.4912496,3243524.3685961044,0.09617591651218689,0.14644501458545672,0.35013066458275566,0.37464316380523377
20177,Shawnee,Corn,Non-alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20177,Shawnee,Golf Course/Turf/Sod,Alluvial,recent_2019_2023,5,5,23.876473999999998,73513.0505541559,0.3078890566260156,0.0010367975257442096,0.05668716372021521,0.07028830116750058
20177,Shawnee,Multi-Crop,Alluvial,recent_2019_2023,5,5,1009.4082897999999,950281.8085376192,0.09414246129540943,0.043831933363792916,0.17035473780546107,0.20197251755103363
20177,Shawnee,Multi-Crop,Non-alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20177,Shawnee,Other Crop,Alluvial,recent_2019_2023,5,4,17.239623599999998,5728.28965357059,0.03322746358319906,7.486029592661581e-4,0.0452277311816541,0.055708120831698696
20177,Shawnee,Other Crop,Non-alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20177,Shawnee,Sorghum,Alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20177,Shawnee,Soybeans,Alluvial,recent_2019_2023,5,5,1606.60342,1423334.428055461,0.08859276722163711,0.06976417249499173,0.2425449502385738,0.2605533970387483
20177,Shawnee,Soybeans,Non-alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20177,Shawnee,Unknown,Alluvial,recent_2019_2023,5,0,0,0,NA,0,NA,NA
20177,Shawnee,Wheat,Alluvial,recent_2019_2023,5,1,4.2087344,2548.373476373135,0.06054963877913358,1.827575299616912e-4,0.2988505747126437,0.2988505747126437
20197,Wabaunsee,Alfalfa,Alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20197,Wabaunsee,Alfalfa,Non-alluvial,recent_2019_2023,5,0,0,0,NA,0,0,NA
20197,Wabaunsee,Corn,Alluvial,recent_2019_2023,5,5,1007.7086085999999,1337459.422525404,0.1327228338739235,0.043758127438231466,0.1046198963086205,0.11194429084566243
20197,Wabaunsee,Corn,Non-alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20197,Wabaunsee,Golf Course/Turf/Sod,Alluvial,recent_2019_2023,5,1,9.6315268,9512.61193116632,0.09876535806520645,4.1823357818156253e-4,0.022867025365103766,0.02835358589468668
20197,Wabaunsee,Multi-Crop,Alluvial,recent_2019_2023,5,5,434.26854660000004,486796.07415179594,0.11209563252117784,0.018857413980951043,0.07329016924148671,0.0868927990153607
20197,Wabaunsee,Multi-Crop,Non-alluvial,recent_2019_2023,5,5,119.180027,166643.39625266724,0.13982493581132285,0.0051752012090113516,0.02011364722916581,0.1284847956022861
20197,Wabaunsee,Other Crop,Alluvial,recent_2019_2023,5,5,115.17363560000001,157204.79323175378,0.1364937317579595,0.005001230098759358,0.30215521817602725,0.3721720936314895
20197,Wabaunsee,Other Crop,Non-alluvial,recent_2019_2023,5,5,21.043672,12808.47540109324,0.0608661615762365,9.137876498084561e-4,0.05520755918887356,0.29345372460496616
20197,Wabaunsee,Soybeans,Alluvial,recent_2019_2023,5,5,1071.0419676000001,1298417.2554033506,0.12122935372111096,0.046508276807366536,0.16169256052932232,0.17369788932059227
20197,Wabaunsee,Soybeans,Non-alluvial,recent_2019_2023,5,2,19.9914884,17668.39384103039,0.0883795817875691,8.680982673180333e-4,0.0030180656276537904,0.04366657827278353
20197,Wabaunsee,Unknown,Alluvial,recent_2019_2023,5,0,0,0,NA,0,NA,NA
20209,Wyandotte,Corn,Alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20209,Wyandotte,Multi-Crop,Alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20209,Wyandotte,Other Crop,Alluvial,recent_2019_2023,5,0,0,0,NA,0,0,0
20209,Wyandotte,Soybeans,Alluvial,recent_2019_2023,5,4,56.8179144,49751.25643564086,0.08756262344546893,0.002467226654482831,0.008577660204910771,0.009214533235325003
