FIPS,County,Crop,Domain,period,n_years,years_active,baseline_area_ha,baseline_withdrawal_m3,baseline_depth_m,basin_area_share,crop_area_share,crop_domain_county_share
20103,Leavenworth,Sorghum,Alluvial,historical_2006_2023,18,1,1.3489533333333332,960.7452979119971,0.0712215370370112,6.18871240744007e-5,0.05199306759098787,0.055350553505535055
20103,Leavenworth,Soybeans,Alluvial,historical_2006_2023,18,9,25.157979666666666,16549.21465376229,0.06578117509049962,0.001154194863987573,0.0041246689483199995,0.004435723629444642
20103,Leavenworth,Unknown,Alluvial,historical_2006_2023,18,1,3.5972088888888885,318.64947469977085,0.008858242168922134,1.650323308650685e-4,0.07403979639055992,0.08368200836820083
20131,Nemaha,Corn,Non-alluvial,historical_2006_2023,18,11,78.26177588888889,82183.4684973523,0.10501099363504243,0.0035904846483831476,0.008591158584741748,0.11916539718946305
20131,Nemaha,Multi-Crop,Non-alluvial,historical_2006_2023,18,1,4.721336666666667,7743.524869048195,0.16401128357819986,2.1660493426040245e-4,8.287701642740861e-4,0.005915576275722193
20131,Nemaha,Soybeans,Non-alluvial,historical_2006_2023,18,7,20.076922111111113,21585.93215708125,0.10751614235299051,9.210866966406639e-4,0.003291625889946166,0.04693947278509291
20139,Osage,Corn,Non-alluvial,historical_2006_2023,18,9,23.741578666666665,16955.57839246544,0.07141723231855338,0.0010892133837094523,0.002606223345443058,0.03615014634647313
20139,Osage,Multi-Crop,Non-alluvial,historical_2006_2023,18,1,2.6079764444444447,2638.280596976597,0.10116197953385303,1.196484398771747e-4,4.577968526466381e-4,0.0032676516570655924
20139,Osage,Soybeans,Non-alluvial,historical_2006_2023,18,7,18.705486222222223,6555.955966564962,0.03504830555420928,8.581681204983565e-4,0.0030667779848098657,0.04373308102709664
20149,Pottawatomie,Alfalfa,Alluvial,historical_2006_2023,18,9,15.962614444444444,14656.505300814404,0.09181769911078312,7.323309682137416e-4,0.29819403611927764,0.3065630397236615
20149,Pottawatomie,Corn,Alluvial,historical_2006_2023,18,18,2240.4203849444443,3059583.8565355083,0.13656293600503802,0.10278574574500236,0.2459413501026694,0.26504997041006984
20149,Pottawatomie,Corn,Non-alluvial,historical_2006_2023,18,18,221.65551522222222,257093.24886465035,0.11598775180797996,0.010169085937491943,0.024332155267730218,0.3375040651798093
20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,historical_2006_2023,18,18,13.894219333333332,21892.932081093073,0.15756863740138455,6.374373779663272e-4,0.05182824555518282,0.07597737890336857
20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,historical_2006_2023,18,18,36.66904811111111,59327.05004759711,0.1617905375340801,0.0016822983227557924,0.1367829587386783,0.4303430079155673
