Year,FIPS,County,Crop,Domain,groundwater_irrigated_area_ha,groundwater_withdrawal_m3,n_pdiv
2011,20045,Douglas,Multi-Crop,Alluvial,183.727444,384081.57457554055,4
2011,20045,Douglas,Other Crop,Alluvial,13.354638000000001,11027.327627674651,3
2011,20045,Douglas,Other Crop,Non-alluvial,2.832802,172.68745725665002,1
2011,20045,Douglas,Soybeans,Alluvial,243.620972,344708.83432102436,6
2011,20061,Geary,Corn,Alluvial,154.99473799999998,355649.8182200707,4
2011,20061,Geary,Corn,Non-alluvial,243.620972,347743.19964139117,4
2011,20061,Geary,Golf Course/Turf/Sod,Non-alluvial,44.51546,70937.54047735671,1
2011,20061,Geary,Multi-Crop,Alluvial,57.465412,126320.87498323948,1
2011,20061,Geary,Multi-Crop,Non-alluvial,485.6232,894496.358952696,6
2011,20061,Geary,Other Crop,Alluvial,48.56232,377445.44228953496,3
2011,20061,Geary,Other Crop,Non-alluvial,0.809372,4711.90061943145,1
2011,20061,Geary,Soybeans,Non-alluvial,270.734934,474236.76208188734,8
2011,20085,Jackson,Multi-Crop,Non-alluvial,36.42174,49672.31359803783,1
2011,20087,Jefferson,Corn,Alluvial,765.665912,1269696.8642978945,21
2011,20087,Jefferson,Golf Course/Turf/Sod,Alluvial,1.618744,7980.627488932324,1
2011,20087,Jefferson,Golf Course/Turf/Sod,Non-alluvial,1.618744,1307.49074780035,1
2011,20087,Jefferson,Multi-Crop,Alluvial,744.62224,1168687.0366211298,18
2011,20087,Jefferson,Other Crop,Alluvial,44.110774,68815.95171677502,3
2011,20087,Jefferson,Soybeans,Alluvial,471.863876,801195.7927606031,14
2011,20091,Johnson,Corn,Alluvial,106.837104,161721.8037208527,2
2011,20103,Leavenworth,Corn,Alluvial,19.829614,12260.809465222148,1
2011,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,13.354638,7166.529476150974,1
2011,20103,Leavenworth,Other Crop,Alluvial,68.79662,12273.144283597625,2
2011,20103,Leavenworth,Other Crop,Non-alluvial,1.214058,888.1069230342,2
2011,20149,Pottawatomie,Corn,Alluvial,2257.743194,4600319.852406903,56
2011,20149,Pottawatomie,Corn,Non-alluvial,247.667832,472596.23123794916,5
2011,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,16.18744,33809.73716717697,2
2011,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,31.160822,77709.3557654925,1
2011,20149,Pottawatomie,Multi-Crop,Alluvial,2330.99136,4412189.202544158,43
2011,20149,Pottawatomie,Other Crop,Alluvial,33.588938,25607.082947486102,3
2011,20149,Pottawatomie,Other Crop,Non-alluvial,32.779566,28000.037712328252,5
2011,20149,Pottawatomie,Soybeans,Alluvial,1976.486424,3787196.2902772157,49
2011,20149,Pottawatomie,Soybeans,Non-alluvial,220.55387000000002,350247.16777161264,3
2011,20149,Pottawatomie,Wheat,Alluvial,28.32802,15467.862242845647,2
2011,20161,Riley,Alfalfa,Alluvial,52.60918,97642.42226026011,2
2011,20161,Riley,Corn,Alluvial,706.17707,1655184.6081682392,20
2011,20161,Riley,Golf Course/Turf/Sod,Alluvial,26.709276,110507.63782588052,1
2011,20161,Riley,Multi-Crop,Alluvial,141.235414,270564.24106604414,4
2011,20161,Riley,Multi-Crop,Non-alluvial,80.93719999999999,168111.23963934876,2
2011,20161,Riley,Other Crop,Alluvial,158.232226,252358.049143843,7
2011,20161,Riley,Other Crop,Non-alluvial,18.615556,54655.580221729724,3
2011,20161,Riley,Sorghum,Alluvial,18.615556,60872.32868296912,1
2011,20161,Riley,Soybeans,Alluvial,357.337738,730973.671749024,9
2011,20161,Riley,Soybeans,Non-alluvial,19.020242,29492.550735760724,1
2011,20177,Shawnee,Corn,Alluvial,3403.40926,6542288.987804936,104
2011,20177,Shawnee,Corn,Non-alluvial,16.592126,31688.148406595275,1
2011,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,36.826426,93325.23582884386,4
2011,20177,Shawnee,Multi-Crop,Alluvial,1119.361476,2024156.030233823,30
2011,20177,Shawnee,Multi-Crop,Non-alluvial,34.802996,31675.8135882198,2
2011,20177,Shawnee,Other Crop,Alluvial,55.037296,59885.54321293113,5
2011,20177,Shawnee,Other Crop,Non-alluvial,2.428116,246.6963675095,1
2011,20177,Shawnee,Soybeans,Alluvial,1567.7535639999999,2174702.488506495,46
2011,20197,Wabaunsee,Alfalfa,Alluvial,26.709276,32859.9561522654,1
2011,20197,Wabaunsee,Corn,Alluvial,760.404994,1603958.1074548915,22
2011,20197,Wabaunsee,Corn,Non-alluvial,60.7029,129589.60185274036,1
2011,20197,Wabaunsee,Multi-Crop,Alluvial,231.885078,266814.45627989975,4
2011,20197,Wabaunsee,Multi-Crop,Non-alluvial,52.204494,65559.55966564962,1
2011,20197,Wabaunsee,Soybeans,Alluvial,851.257001,1851049.1891524068,24
2011,20197,Wabaunsee,Soybeans,Non-alluvial,34.802996,70037.09873594705,1
2011,20209,Wyandotte,Multi-Crop,Alluvial,16.18744,4366.52570491815,1
2011,20209,Wyandotte,Other Crop,Alluvial,23.471788,148918.26224710967,1
2011,20209,Wyandotte,Soybeans,Alluvial,93.887152,158502.41612485374,3
2012,20005,Atchison,Corn,Non-alluvial,32.374880000000005,95693.52095693504,2
2012,20005,Atchison,Golf Course/Turf/Sod,Non-alluvial,1.214058,5871.373546726099,2
2012,20005,Atchison,Soybeans,Non-alluvial,56.65604,137360.5374292896,3
2012,20045,Douglas,Corn,Alluvial,470.649818,1218087.984214907,12
2012,20045,Douglas,Golf Course/Turf/Sod,Alluvial,7.284348,17749.803642308525,1
2012,20045,Douglas,Golf Course/Turf/Sod,Non-alluvial,0.809372,937.4461965361,1
2012,20045,Douglas,Multi-Crop,Alluvial,188.583676,429745.07220154896,4
2012,20045,Douglas,Other Crop,Alluvial,41.682657999999996,38657.320788738645,4
2012,20045,Douglas,Other Crop,Non-alluvial,2.832802,185.02227563212497,1
2012,20045,Douglas,Soybeans,Alluvial,407.518802,806635.4476641876,10
2012,20061,Geary,Corn,Alluvial,112.502708,360731.76339076634,2
2012,20061,Geary,Corn,Non-alluvial,228.242904,678365.6713776231,8
2012,20061,Geary,Golf Course/Turf/Sod,Non-alluvial,44.51546,195531.5408880297,1
2012,20061,Geary,Multi-Crop,Non-alluvial,469.43576,1006829.5498981469,6
2012,20061,Geary,Other Crop,Alluvial,145.68696,928811.8236732674,3
2012,20061,Geary,Other Crop,Non-alluvial,0.809372,5229.9629912014,1
2012,20061,Geary,Soybeans,Alluvial,88.626234,291101.71366121,2
2012,20061,Geary,Soybeans,Non-alluvial,138.402612,218523.6423399151,2
2012,20061,Geary,Unknown,Non-alluvial,0,332151.9892147908,2
2012,20085,Jackson,Multi-Crop,Non-alluvial,50.990435999999995,142121.77732222294,1
2012,20087,Jefferson,Alfalfa,Alluvial,16.18744,46970.9883738088,1
2012,20087,Jefferson,Corn,Alluvial,944.132438,2343948.531436388,25
2012,20087,Jefferson,Golf Course/Turf/Sod,Alluvial,2.428116,12396.492467352376,1
2012,20087,Jefferson,Golf Course/Turf/Sod,Non-alluvial,1.618744,3046.700138742325,1
2012,20087,Jefferson,Multi-Crop,Alluvial,826.773498,1906481.8629317915,22
2012,20087,Jefferson,Other Crop,Alluvial,48.56232,193052.24239455923,3
2012,20087,Jefferson,Soybeans,Alluvial,249.691262,496513.4440679951,8
2012,20087,Jefferson,Unknown,Alluvial,0,5328.6415382052,1
2012,20091,Johnson,Soybeans,Alluvial,114.930824,159119.15704362746,2
2012,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,7.284348,28777.131269983172,1
2012,20103,Leavenworth,Other Crop,Alluvial,38.44517,42148.07438899808,3
2012,20103,Leavenworth,Other Crop,Non-alluvial,0.809372,2750.6644977309247,1
2012,20103,Leavenworth,Soybeans,Alluvial,17.806184,14481.07677280765,1
2012,20149,Pottawatomie,Corn,Alluvial,2262.5994259999998,5079490.54183898,56
2012,20149,Pottawatomie,Corn,Non-alluvial,294.206722,378703.59376383346,4
2012,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,16.18744,51510.2015359836,2
2012,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,31.160822,128282.11110494,1
2012,20149,Pottawatomie,Multi-Crop,Alluvial,2592.418516,5405413.447774156,50
2012,20149,Pottawatomie,Multi-Crop,Non-alluvial,15.782754,20537.472595165873,1
2012,20149,Pottawatomie,Other Crop,Alluvial,12.14058,7363.886570158575,2
2012,20149,Pottawatomie,Other Crop,Non-alluvial,26.506933,29776.25155839665,4
2012,20149,Pottawatomie,Soybeans,Alluvial,1826.752604,3997208.907938053,45
2012,20149,Pottawatomie,Soybeans,Non-alluvial,112.907394,254997.70027619466,3
2012,20161,Riley,Alfalfa,Alluvial,56.656040000000004,141566.71049532655,2
2012,20161,Riley,Corn,Alluvial,329.81909,775095.3170780981,10
2012,20161,Riley,Corn,Non-alluvial,49.776378,90438.88832898269,2
2012,20161,Riley,Golf Course/Turf/Sod,Alluvial,26.709276,114023.06106289088,1
2012,20161,Riley,Multi-Crop,Alluvial,315.25039399999997,763019.529888508,9
2012,20161,Riley,Multi-Crop,Non-alluvial,89.435606,247078.74687913974,2
2012,20161,Riley,Other Crop,Alluvial,155.39942399999998,374300.0636037889,7
2012,20161,Riley,Other Crop,Non-alluvial,19.020242,59860.873576180165,3
2012,20161,Riley,Sorghum,Alluvial,40.4686,93115.54391646077,1
2012,20161,Riley,Soybeans,Alluvial,488.45600199999996,996455.9676443724,12
2012,20177,Shawnee,Corn,Alluvial,3527.243176,8245813.749186662,100
2012,20177,Shawnee,Corn,Non-alluvial,16.592126,43726.93114105888,1
2012,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,36.826426,114060.06551801732,4
2012,20177,Shawnee,Multi-Crop,Alluvial,1231.459498,3072257.882416309,37
2012,20177,Shawnee,Multi-Crop,Non-alluvial,34.802996,8140.9801278135,2
2012,20177,Shawnee,Other Crop,Alluvial,99.552756,158058.36266333662,6
2012,20177,Shawnee,Other Crop,Non-alluvial,1.618744,1048.459561915375,1
2012,20177,Shawnee,Sorghum,Alluvial,12.14058,28320.7429900906,1
2012,20177,Shawnee,Soybeans,Alluvial,1371.88554,2920342.259303959,45
2012,20197,Wabaunsee,Alfalfa,Alluvial,26.709276,51460.86226248169,1
2012,20197,Wabaunsee,Corn,Alluvial,978.733091,3032502.7627921533,28
2012,20197,Wabaunsee,Corn,Non-alluvial,87.816862,238432.03919793174,2
2012,20197,Wabaunsee,Multi-Crop,Alluvial,311.203534,725978.0703069565,7
2012,20197,Wabaunsee,Multi-Crop,Non-alluvial,52.204494,86652.09908771187,1
2012,20197,Wabaunsee,Soybeans,Alluvial,602.577454,1231680.9540646805,16
2012,20209,Wyandotte,Multi-Crop,Alluvial,16.18744,5957.717275354425,1
2012,20209,Wyandotte,Other Crop,Alluvial,23.471788,175734.1573953923,1
2012,20209,Wyandotte,Soybeans,Alluvial,93.887152,205892.7883234287,3
2013,20005,Atchison,Corn,Non-alluvial,113.31208,104290.88936464113,4
2013,20005,Atchison,Golf Course/Turf/Sod,Non-alluvial,1.214058,11693.407819950298,2
2013,20045,Douglas,Corn,Alluvial,665.303784,1253575.2566811487,15
2013,20045,Douglas,Golf Course/Turf/Sod,Alluvial,7.284348,8288.9979483192,1
2013,20045,Douglas,Golf Course/Turf/Sod,Non-alluvial,0.809372,1208.81220079655,1
2013,20045,Douglas,Multi-Crop,Alluvial,233.09913600000002,296590.70783829637,5
2013,20045,Douglas,Other Crop,Alluvial,61.107586000000005,53496.10729443507,4
2013,20045,Douglas,Other Crop,Non-alluvial,2.832802,148.01782050569997,1
2013,20045,Douglas,Sorghum,Alluvial,20.2343,28592.10899435105,1
2013,20045,Douglas,Soybeans,Alluvial,242.002228,362483.3076000838,6
2013,20061,Geary,Corn,Alluvial,146.091646,234139.52240326643,3
2013,20061,Geary,Corn,Non-alluvial,277.20991,340033.9381567193,6
2013,20061,Geary,Golf Course/Turf/Sod,Non-alluvial,44.51546,123878.58094489542,1
2013,20061,Geary,Multi-Crop,Non-alluvial,494.121606,731565.7430310468,6
2013,20061,Geary,Other Crop,Alluvial,332.247206,575221.9201219011,2
2013,20061,Geary,Other Crop,Non-alluvial,1.214058,4317.186431416249,1
2013,20061,Geary,Sorghum,Non-alluvial,28.32802,32255.55005186712,1
2013,20061,Geary,Soybeans,Alluvial,66.77319,88452.98257053123,2
2013,20061,Geary,Soybeans,Non-alluvial,140.426042,194359.73314235956,5
2013,20085,Jackson,Multi-Crop,Non-alluvial,51.799808,70974.54493248314,1
2013,20087,Jefferson,Corn,Alluvial,848.626542,1336637.9236215972,27
2013,20087,Jefferson,Golf Course/Turf/Sod,Alluvial,2.428116,11212.349903306776,1
2013,20087,Jefferson,Golf Course/Turf/Sod,Non-alluvial,1.618744,1924.2316665741,1
2013,20087,Jefferson,Multi-Crop,Alluvial,1048.946112,1328768.3094980442,22
2013,20087,Jefferson,Other Crop,Alluvial,50.58575,103772.82699287117,4
2013,20087,Jefferson,Soybeans,Alluvial,429.371846,561875.6466396372,12
2013,20091,Johnson,Corn,Alluvial,106.837104,158564.09021673113,2
2013,20103,Leavenworth,Corn,Alluvial,78.509084,37103.1336734288,2
2013,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,16.592126,72948.11587255915,1
2013,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,2.832802,653.745373900175,1
2013,20103,Leavenworth,Other Crop,Alluvial,3.237488,61.674091877375,1
2013,20103,Leavenworth,Other Crop,Non-alluvial,0.809372,1122.468472168225,1
2013,20131,Nemaha,Corn,Non-alluvial,84.98406,64141.05555247,2
2013,20139,Osage,Corn,Non-alluvial,47.348262,36696.08466703812,1
2013,20149,Pottawatomie,Corn,Alluvial,2764.00538,4285633.966011785,67
2013,20149,Pottawatomie,Corn,Non-alluvial,205.985174,230574.75989275417,4
2013,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,12.545266,7141.859839400025,1
2013,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,31.160822,59207.12820228,1
2013,20149,Pottawatomie,Multi-Crop,Alluvial,2297.807108,2519312.6442805156,43
2013,20149,Pottawatomie,Other Crop,Alluvial,12.14058,5205.29335445045,2
2013,20149,Pottawatomie,Other Crop,Non-alluvial,25.899904,12075.787189590024,4
2013,20149,Pottawatomie,Sorghum,Alluvial,77.295025999999993,118944.65359470542,1
2013,20149,Pottawatomie,Soybeans,Alluvial,1652.7376239999999,1972793.846518345,41
2013,20149,Pottawatomie,Soybeans,Non-alluvial,225.005416,271452.3479890783,3
2013,20149,Pottawatomie,Unknown,Alluvial,3.237488,4822.913984810725,1
2013,20161,Riley,Corn,Alluvial,571.4166319999999,847007.3082071173,14
2013,20161,Riley,Corn,Non-alluvial,48.56232,44319.00242308167,2
2013,20161,Riley,Golf Course/Turf/Sod,Alluvial,26.709276,100701.4572173779,1
2013,20161,Riley,Multi-Crop,Alluvial,363.81271399999997,705477.6021669172,14
2013,20161,Riley,Multi-Crop,Non-alluvial,84.174688,114713.8108919175,2
2013,20161,Riley,Other Crop,Alluvial,149.73381999999998,109101.46853107637,3
2013,20161,Riley,Other Crop,Non-alluvial,16.996812,28160.390351209426,2
2013,20161,Riley,Soybeans,Alluvial,333.46126399999997,700568.344453478,7
2013,20161,Riley,Unknown,Non-alluvial,2.02343,5711.020907844924,1
2013,20177,Shawnee,Corn,Alluvial,3894.293378,5476178.300794256,113
2013,20177,Shawnee,Corn,Non-alluvial,18.21087,27494.31015893377,1
2013,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,35.207682,49820.33141854352,4
2013,20177,Shawnee,Multi-Crop,Alluvial,1078.083504,1596150.167423216,31
2013,20177,Shawnee,Other Crop,Alluvial,47.752948,8350.672040196574,2
2013,20177,Shawnee,Sorghum,Alluvial,34.802996,32711.9383317597,1
2013,20177,Shawnee,Soybeans,Alluvial,1189.77684,1542728.0690390337,40
2013,20177,Shawnee,Unknown,Alluvial,3.237488,4970.931805316425,1
2013,20197,Wabaunsee,Alfalfa,Alluvial,26.709276,35635.29028674727,1
2013,20197,Wabaunsee,Corn,Alluvial,957.08239,1645020.7178268477,26
2013,20197,Wabaunsee,Multi-Crop,Alluvial,209.62734799999998,172736.79653015189,5
2013,20197,Wabaunsee,Multi-Crop,Non-alluvial,140.021356,147943.81159544713,3
2013,20197,Wabaunsee,Soybeans,Alluvial,851.257001,1477094.5004631311,22
2013,20209,Wyandotte,Corn,Alluvial,26.30459,78942.83760304,1
2013,20209,Wyandotte,Other Crop,Alluvial,23.471787999999997,93140.21355321172,2
2013,20209,Wyandotte,Soybeans,Alluvial,82.555944,90969.28551912811,3
2014,20005,Atchison,Corn,Non-alluvial,56.656040000000004,17922.491099565173,2
2014,20005,Atchison,Golf Course/Turf/Sod,Non-alluvial,0.809372,912.77655978515,2
2014,20045,Douglas,Corn,Alluvial,312.822278,523600.70522053825,8
2014,20045,Douglas,Golf Course/Turf/Sod,Alluvial,7.284348,7684.591847920925,1
2014,20045,Douglas,Golf Course/Turf/Sod,Non-alluvial,0.809372,1097.7988354172749,1
2014,20045,Douglas,Multi-Crop,Alluvial,283.2802,389928.2784855156,7
2014,20045,Douglas,Other Crop,Alluvial,56.656040000000004,67816.83142836155,3
2014,20045,Douglas,Other Crop,Non-alluvial,2.832802,49.3392735019,1
2014,20045,Douglas,Sorghum,Alluvial,2.02343,629.075737149225,1
2014,20045,Douglas,Soybeans,Alluvial,631.512503,650365.6336652949,13
2014,20061,Geary,Corn,Alluvial,116.549568,255762.45901547413,2
2014,20061,Geary,Corn,Non-alluvial,264.664644,575776.9869487975,9
2014,20061,Geary,Golf Course/Turf/Sod,Non-alluvial,44.51546,187637.2571277257,1
2014,20061,Geary,Multi-Crop,Alluvial,65.15444600000001,77635.34685523965,2
2014,20061,Geary,Multi-Crop,Non-alluvial,566.155714,946327.265766442,8
2014,20061,Geary,Other Crop,Alluvial,477.934166,487361.00883339276,3
2014,20061,Geary,Soybeans,Alluvial,31.160822,51806.237176995,1
2014,20061,Geary,Soybeans,Non-alluvial,130.30889200000001,113936.71733426258,2
2014,20085,Jackson,Multi-Crop,Non-alluvial,37.231112,37534.852316570425,1
2014,20087,Jefferson,Corn,Alluvial,910.948186,1239772.5949189921,24
2014,20087,Jefferson,Golf Course/Turf/Sod,Alluvial,2.428116,7413.225843660474,1
2014,20087,Jefferson,Golf Course/Turf/Sod,Non-alluvial,1.618744,974.450651662525,1
2014,20087,Jefferson,Multi-Crop,Alluvial,919.041906,1079592.6434950738,21
2014,20087,Jefferson,Other Crop,Alluvial,35.612368,92918.18682245316,3
2014,20087,Jefferson,Soybeans,Alluvial,559.276052,662873.1394980265,18
2014,20091,Johnson,Soybeans,Alluvial,53.418552,135115.60048495315,2
2014,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,6.879662,14505.746409558598,1
2014,20103,Leavenworth,Golf Course/Turf/Sod,Non-alluvial,2.832802,345.37491451330004,1
2014,20103,Leavenworth,Other Crop,Alluvial,1.214058,12.334818375475,1
2014,20103,Leavenworth,Other Crop,Non-alluvial,0.809372,949.781014911575,1
2014,20103,Leavenworth,Soybeans,Alluvial,82.555944,35425.5983743642,2
2014,20131,Nemaha,Corn,Non-alluvial,100.362128,122114.7019172025,3
2014,20139,Osage,Corn,Non-alluvial,47.348262,54174.5223050862,1
2014,20149,Pottawatomie,Corn,Alluvial,2437.019092,4271226.89814923,61
2014,20149,Pottawatomie,Corn,Non-alluvial,336.294066,425575.90359063837,5
2014,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,12.545266,15529.536334723023,1
2014,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,44.51546,48105.791664352495,1
2014,20149,Pottawatomie,Multi-Crop,Alluvial,2019.38314,2239842.6643473785,36
2014,20149,Pottawatomie,Other Crop,Non-alluvial,14.568696,15455.527424470174,5
2014,20149,Pottawatomie,Soybeans,Alluvial,2143.621742,3154420.107615348,52
2014,20149,Pottawatomie,Soybeans,Non-alluvial,92.67309399999999,146994.0305805356,2
2014,20149,Pottawatomie,Unknown,Alluvial,10.926521999999999,6327.761826618675,2
2014,20161,Riley,Alfalfa,Alluvial,40.4686,27259.94860979975,1
2014,20161,Riley,Corn,Alluvial,579.510352,939197.7407454174,16
2014,20161,Riley,Corn,Non-alluvial,101.98087199999999,111605.43666129779,2
2014,20161,Riley,Golf Course/Turf/Sod,Alluvial,26.709276,119524.39005835276,1
2014,20161,Riley,Multi-Crop,Alluvial,302.705128,408245.48377309606,10
2014,20161,Riley,Multi-Crop,Non-alluvial,51.799808,66336.65322330454,1
2014,20161,Riley,Other Crop,Alluvial,113.31208,100010.7073883513,4
2014,20161,Riley,Other Crop,Non-alluvial,19.020242,35844.98219913035,3
2014,20161,Riley,Soybeans,Alluvial,368.26426,645456.3759518558,8
2014,20161,Riley,Soybeans,Non-alluvial,32.37488,132266.2574402184,1
2014,20177,Shawnee,Corn,Alluvial,3294.953412,4723236.317518511,93
2014,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,35.207682,63400.9664499415,4
2014,20177,Shawnee,Multi-Crop,Alluvial,948.98867,1453522.6625475984,27
2014,20177,Shawnee,Other Crop,Alluvial,27.518648,6118.0699142356,1
2014,20177,Shawnee,Soybeans,Alluvial,2057.018938,2322448.943007935,66
2014,20177,Shawnee,Soybeans,Non-alluvial,18.21087,40063.49008354279,1
2014,20177,Shawnee,Unknown,Alluvial,3.642174,3725.11514939345,1
2014,20197,Wabaunsee,Alfalfa,Alluvial,26.709276,1122.468472168225,1
2014,20197,Wabaunsee,Corn,Alluvial,1079.095219,2198052.299691269,28
2014,20197,Wabaunsee,Corn,Non-alluvial,27.113962,63474.975360194345,1
2014,20197,Wabaunsee,Multi-Crop,Alluvial,303.10981400000003,366405.77984348487,8
2014,20197,Wabaunsee,Multi-Crop,Non-alluvial,112.907394,171552.6539661063,2
2014,20197,Wabaunsee,Soybeans,Alluvial,879.787364,1261222.8440739433,25
2014,20209,Wyandotte,Multi-Crop,Alluvial,16.18744,4366.52570491815,1
2015,20045,Douglas,Corn,Alluvial,468.626388,311145.7935213569,11
2015,20045,Douglas,Golf Course/Turf/Sod,Alluvial,7.284348,8881.069230342,1
2015,20045,Douglas,Golf Course/Turf/Sod,Non-alluvial,0.809372,542.7320085209,1
2015,20045,Douglas,Multi-Crop,Alluvial,271.13962,303942.2595900794,5
2015,20045,Douglas,Other Crop,Alluvial,61.107586,161388.76362471492,3
2015,20045,Douglas,Soybeans,Alluvial,200.31957,149572.00762100983,5
2015,20045,Douglas,Unknown,Alluvial,219.339812,149880.3780803967,5
2015,20061,Geary,Corn,Alluvial,147.71039,171676.00214986104,3
2015,20061,Geary,Corn,Non-alluvial,148.51976200000001,182962.36096342068,5
2015,20061,Geary,Golf Course/Turf/Sod,Non-alluvial,64.74976,154098.8859648092,1
2015,20061,Geary,Multi-Crop,Alluvial,68.391934,77413.32012448109,2
2015,20061,Geary,Multi-Crop,Non-alluvial,492.098176,521614.79946208675,6
2015,20061,Geary,Other Crop,Alluvial,344.387786,118204.56449217691,2
2015,20061,Geary,Other Crop,Non-alluvial,32.37488,13506.626121145124,1
2015,20061,Geary,Soybeans,Alluvial,57.465412,35770.973288877496,1
2015,20061,Geary,Soybeans,Non-alluvial,181.704014,188611.70777938823,5
2015,20061,Geary,Unknown,Non-alluvial,98.743384,160.352638881175,1
2015,20085,Jackson,Multi-Crop,Non-alluvial,37.231112,42012.39138686785,1
2015,20087,Jefferson,Corn,Alluvial,893.142002,439440.2394446723,27
2015,20087,Jefferson,Golf Course/Turf/Sod,Alluvial,2.428116,6747.145651384824,1
2015,20087,Jefferson,Golf Course/Turf/Sod,Non-alluvial,1.618744,629.075737149225,1
2015,20087,Jefferson,Multi-Crop,Alluvial,777.8064919999999,467489.6164305025,19
2015,20087,Jefferson,Other Crop,Alluvial,13.354638000000001,10731.29198666325,2
2015,20087,Jefferson,Soybeans,Alluvial,558.46668,238345.6954693034,14
2015,20091,Johnson,Corn,Alluvial,106.837104,68680.2687146448,2
2015,20103,Leavenworth,Corn,Alluvial,17.806184,7154.1946577755,1
2015,20103,Leavenworth,Golf Course/Turf/Sod,Alluvial,7.284348,4341.8560681672,1
2015,20103,Leavenworth,Other Crop,Non-alluvial,1.214058,431.71864314162497,1
2015,20131,Nemaha,Corn,Non-alluvial,139.211984,151718.2660183425,3
2015,20131,Nemaha,Soybeans,Non-alluvial,1.214058,1233.4818375475,1
2015,20139,Osage,Corn,Non-alluvial,47.752948,42357.766301381154,1
2015,20149,Pottawatomie,Corn,Alluvial,1785.474632,1140909.02563956,44
2015,20149,Pottawatomie,Corn,Non-alluvial,92.67309399999999,76562.21765657332,2
2015,20149,Pottawatomie,Golf Course/Turf/Sod,Alluvial,16.592126,21203.552787441524,2
2015,20149,Pottawatomie,Golf Course/Turf/Sod,Non-alluvial,44.51546,56740.164527185,1
2015,20149,Pottawatomie,Multi-Crop,Alluvial,1594.058154,810027.5227174432,26
2015,20149,Pottawatomie,Multi-Crop,Non-alluvial,144.877588,19464.34339649955,2
2015,20149,Pottawatomie,Other Crop,Non-alluvial,6.474976,11816.756003705048,3
2015,20149,Pottawatomie,Soybeans,Alluvial,2133.909278,1619845.3535225033,53
2015,20149,Pottawatomie,Soybeans,Non-alluvial,224.60073,39483.75361989548,3
2015,20149,Pottawatomie,Unknown,Alluvial,102.790244,41469.65937834694,3
2015,20161,Riley,Corn,Alluvial,177.252468,185996.72628378752,5
2015,20161,Riley,Corn,Non-alluvial,152.566622,148424.86951209066,3
2015,20161,Riley,Golf Course/Turf/Sod,Alluvial,26.709276000000003,247572.13961415872,2
2015,20161,Riley,Multi-Crop,Alluvial,284.89894400000003,210530.68003260728,8
2015,20161,Riley,Multi-Crop,Non-alluvial,56.65604,3614.101784014175,1
2015,20161,Riley,Other Crop,Alluvial,114.526138,42518.11894026232,5
2015,20161,Riley,Other Crop,Non-alluvial,19.424928,45342.7923482461,4
2015,20161,Riley,Soybeans,Alluvial,629.2867299999999,374361.7376956662,16
2015,20177,Shawnee,Corn,Alluvial,2134.313964,650525.986304176,58
2015,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,39.254542,39631.77144040118,5
2015,20177,Shawnee,Multi-Crop,Alluvial,463.770156,165138.54841085928,14
2015,20177,Shawnee,Soybeans,Alluvial,1083.749108,576628.0894167053,32
2015,20177,Shawnee,Unknown,Alluvial,21.853044,715.4194657775499,1
2015,20197,Wabaunsee,Corn,Alluvial,955.868332,576899.4554209658,19
2015,20197,Wabaunsee,Multi-Crop,Alluvial,279.23334,158058.36266333665,8
2015,20197,Wabaunsee,Multi-Crop,Non-alluvial,112.907394,33476.69707103915,2
2015,20197,Wabaunsee,Soybeans,Alluvial,791.363473,615532.1065729534,21
2015,20197,Wabaunsee,Soybeans,Non-alluvial,27.113962,47464.381108827794,1
2015,20209,Wyandotte,Multi-Crop,Alluvial,16.18744,4773.574711308825,1
2016,20005,Atchison,Corn,Non-alluvial,60.7029,79325.21697267971,3
2016,20005,Atchison,Golf Course/Turf/Sod,Non-alluvial,1.618744,1122.468472168225,2
2016,20005,Atchison,Soybeans,Non-alluvial,55.846667999999994,17737.46882393305,3
2016,20045,Douglas,Corn,Alluvial,726.816056,1255129.4437964587,14
2016,20045,Douglas,Golf Course/Turf/Sod,Alluvial,7.284348,9251.11378160625,1
2016,20045,Douglas,Golf Course/Turf/Sod,Non-alluvial,0.809372,345.37491451330004,1
2016,20045,Douglas,Multi-Crop,Alluvial,233.503822,442042.88612189755,5
2016,20045,Douglas,Other Crop,Alluvial,58.67947,92387.78963230774,4
2016,20045,Douglas,Soybeans,Alluvial,268.711504,222754.48504270302,9
