Year,Crop,basin_water_m3,basin_irrigated_area_ha,alluvial_water_m3,alluvial_irrigated_area_ha,alluvial_water_fraction,alluvial_area_fraction,basin_depth_m,alluvial_depth_m
2010,Corn,7946497.046487385,9435.8527763563,6735933.301481518,7944.9908704915,0.8476607066077025,0.8420003002165848,0.08421599228846768,0.08478214023504364
2010,Golf Course/Turf/Sod,1805570.7138020303,819.2860826338999,225591.49326906225,105.6229526142,0.12494193195791775,0.12892072116571995,0.22038342308920367,0.21358188507857867
2010,Multi-Crop,5750418.317736192,5780.934398826999,3913233.464437819,4465.7060616769995,0.6805128337130036,0.7724886244312216,0.09947212545610275,0.08762854989538404
2010,Other Crop,540573.4153051919,479.552486007,371031.336734288,361.7889641267999,0.6863662293211638,0.7544303797468351,0.11272455697316541,0.1025546308826183
2010,Sorghum,42703.14121589445,50.585705274999995,42703.14121589445,50.585705274999995,1,1,0.08441740800834263,0.08441740800834263
2010,Soybeans,7193172.683842001,6890.177744097199,6044690.079719899,5861.0621559825995,0.8403371287468276,0.8506401973452368,0.10439749090659348,0.1031330144409041
2010,Unknown,189581310.8474292,0,168227840.67745212,0,0.8873651095958406,NA,Inf,Inf
2011,Alfalfa,130502.3784125255,79.3183858712,130502.3784125255,79.3183858712,1,1,0.16452979593462716,0.16452979593462716
2011,Corn,20168698.530194297,10528.7063531174,17653789.416073825,9007.0883384454,0.8753063262681311,0.8554791098128145,0.19155913227860735,0.19599884838168272
2011,Golf Course/Turf/Sod,2173740.3726732084,776.7940902029,272587.151279622,110.4791803206,0.12540004993531106,0.14222453764001042,0.2798348236796477,0.24673169233207576
2011,Multi-Crop,11235021.299480898,6317.5475603842,8678642.52598208,4851.7761643358,0.7724633798765532,0.7679841137659343,0.17783833350037564,0.1788755752950151
2011,Other Crop,1162976.0157132847,570.6067555019999,956330.8034689522,445.15420642,0.8223134360018668,0.7801418439716312,0.2038139234243974,0.21483135274850362
2011,Sorghum,82211.56447254086,48.96696270619999,82211.56447254086,48.96696270619999,1,1,0.16789190084303834,0.16789190084303834
2011,Soybeans,12389560.299425358,7220.1988853113,10359397.21264268,5865.3113552257,0.8361392141675247,0.8123476165120646,0.1715958313091701,0.17662143721343923
2011,Unknown,187361734.2896727,0,164581865.72275573,0,0.8784177107813386,NA,Inf,Inf
