Year,Crop,basin_water_m3,basin_irrigated_area_ha,alluvial_water_m3,alluvial_irrigated_area_ha,alluvial_water_fraction,alluvial_area_fraction,basin_depth_m,alluvial_depth_m
2011,Wheat,15467.862242845647,28.327994954,15467.862242845647,28.327994954,1,1,0.054602742862539015,0.054602742862539015
2012,Alfalfa,248706.9429047024,110.8838659628,239998.56113161705,99.5526679812,0.9649853692406885,0.8978102189781022,0.2242949781243559,0.24107697563358074
2012,Corn,24828410.533079114,10586.3740571309,21597502.216717444,8944.969092367699,0.8698705133759126,0.8449511649687492,0.23453177073744985,0.24144859522371664
2012,Golf Course/Turf/Sod,2880920.1797759407,742.3958106158999,380936.1958897944,107.6463808252,0.13222726494262715,0.1449986372308531,0.3880571709296012,0.35387738349361886
2012,Multi-Crop,49289687.53203058,7276.6525323982,46086063.833915465,5481.8717092412,0.935004179200096,0.7533507591346421,0.6773676125467812,0.8406994230861834
2012,Other Crop,2243345.7527660136,682.0976499280999,1918125.93147824,564.9411565112,0.8550291140423708,0.8282408780777218,0.3288892364608623,0.3395266762513191
2012,Sorghum,121436.28690655137,52.609133486,121436.28690655137,52.609133486,1,1,0.23082738463819635,0.23082738463819635
2012,Soybeans,13130623.85260552,6347.494297906999,11461895.61386101,5448.6874865807995,0.8729132554952153,0.8583997449792796,0.2068631059177976,0.21036067203504935
2012,Unknown,177070511.61819127,84.1746135776,154309774.35457465,0,0.8714594708310636,0,210.36094386694296,Inf
2013,Alfalfa,41432.65492322052,40.8732498622,35635.29028674727,26.7092523852,0.8600774039892826,0.6534653465346535,0.10136863367338418,0.133419272740458
2013,Corn,17887225.85382969,12053.1571672848,15514290.499210935,10224.7874358252,0.8673391070247651,0.8483078162771958,0.1484028259614831,0.15173215674736268
2013,Golf Course/Turf/Sod,2717656.523758154,824.5469959825,256675.23557525928,102.38546747659998,0.09444726856810878,0.12417177914110428,0.32959389058471966,0.2506949881670677
2013,Multi-Crop,8848764.34101663,6893.4152292348,6783533.365592476,5345.087962177599,0.766607980975242,0.7753903956792297,0.12836546249947695,0.12691153847408063
2013,Other Crop,1102399.7226713272,791.160430501,948350.1759800198,680.2765645382,0.8602598100097344,0.859846547314578,0.13933959285264505,0.13940656277403873
2013,Sorghum,212504.25097268328,160.6601999534,180248.70092081616,132.3322049994,0.8482122126770374,0.8236775818639799,0.13226938036571648,0.13620924771988302
2013,Soybeans,8758288.448232522,6675.087325267899,7104608.68790609,5181.3926199077,0.811186880849973,0.776228439782958,0.1312085973029726,0.1371177443803255
2013,Unknown,190184717.82753903,44.9201062842,170930029.33896744,6.4749702752,0.898757961688426,0.14414414414414412,423.3843896634629,2639.8581317608864
2014,Alfalfa,32921.630244142776,75.27152944919999,28382.417081967975,67.1778166052,0.8621206444361184,0.89247311827957,0.04373716129464495,0.04224968675116332
2014,Corn,17621299.504472826,11426.5014503381,14578213.467514517,9142.4556857613,0.8273063779328034,0.8001097908661082,0.15421430243595186,0.1594562114227035
2014,Golf Course/Turf/Sod,1938207.015793513,875.9420725419,252876.11151561295,102.38546747659998,0.13046909306129204,0.11688611688611687,0.221271140701008,0.2469843794710488
2014,Multi-Crop,8798080.572311804,6874.799689693599,6276769.687454461,5026.6003617662,0.7134248926075887,0.7311631740051802,0.12797580976070477,0.12487107061857189
2014,Other Crop,1165134.6089289929,903.6630390326,842973.822598337,719.5310718316,0.7234990842587791,0.7962382445141066,0.12893463145027007,0.11715600001157805
2014,Sorghum,629.075737149225,2.0234282109999997,629.075737149225,2.0234282109999997,1,1,0.031089600003072464,0.031089600003072464
2014,Soybeans,10008298.942403158,7632.1688690709,9068373.447373588,6909.8049977439,0.9060853896912197,0.9053527399984093,0.13113309092205028,0.13123920936024208
2014,Unknown,196019814.67342287,55.8466186236,174747297.91644406,14.5686831192,0.8914777223291446,0.2608695652173913,350.9967469912093,1199.4721587852057
2015,Corn,5063615.630589744,7938.3135573952,3793240.351281198,6808.026558730599,0.7491169606883078,0.8576162316476345,0.06378704486764149,0.055717179105547916
2015,Golf Course/Turf/Sod,1627628.623917428,822.9282534137,334902.6537125217,110.4791803206,0.20576109856465133,0.13425129087779691,0.19778499731484997,0.30313643959039727
2015,Multi-Crop,3713458.746028626,5655.481849745,2268767.813437867,3867.9853681476,0.6109581305741474,0.6839355992844366,0.06566122648233877,0.05865502574339862
2015,Other Crop,657877.5380559592,906.495838528,405087.7702689745,540.6600179792,0.6157495078278804,0.5964285714285714,0.0725736964357436,0.0749246766541111
2015,Sorghum,57258.22689895495,51.7997622016,NA,NA,NA,NA,0.11053762501092398,NA
2015,Soybeans,4695655.663630949,7127.5258732474995,3761798.899242112,5814.3209643085,0.8011232442741072,0.8157558552164657,0.065880583909988355,0.06469885172033162
2015,Unknown,162119675.62237203,533.7803620617999,141849819.24668047,343.98279586999996,0.8749697943949354,0.6444275966641395,30.371982025746046,41.23747494054592
2015,Wheat,15517.20151634755,85.3886705042,NA,NA,NA,NA,0.018172436020753257,NA
2016,Alfalfa,76956.93184458851,18.210853899,76956.93184458851,18.210853899,1,1,0.4225882667084293,0.4225882667084293
2016,Corn,13947645.217341855,12366.9908828109,11507435.763303263,10021.0282149775,0.8250450584300388,0.8103044879660989,0.11278123635336333,0.11483288457470031
2016,Golf Course/Turf/Sod,2065860.0511613041,837.0922508906999,308382.79420525045,117.358836238,0.14927574306492636,0.14019821126420112,0.24679001017667354,0.26276913106045113
2016,Multi-Crop,5775544.342767035,6439.7626243285995,3588482.3662483133,4453.5654924109995,0.6213236628928883,0.6915729277948847,0.08968567134676311,0.08057549332918058
2016,Other Crop,674122.4938564596,635.7611438962,432989.1294342989,425.7292955944,0.6423003732708776,0.6696371737746658,0.10603392489908486,0.1017052699720283
2016,Sorghum,24928.667936834972,21.448339036599997,24928.667936834972,21.448339036599997,1,1,0.11622656604922205,0.11622656604922205
2016,Soybeans,4139577.3816277855,6791.434447400399,3405014.2777314982,5721.850295065799,0.822551184293253,0.8425098319628173,0.06095291670248423,0.05950897178606351
2016,Unknown,171301295.03725085,408.732498622,152077480.59907308,408.732498622,0.8877777635364789,1,41.91036817839925,37.2070929304097
2017,Alfalfa,10903.9794439199,16.187425687999998,10903.9794439199,16.187425687999998,1,1,0.067360800006657,0.067360800006657
2017,Corn,12250744.253427764,10042.6788968352,10047486.660382042,8539.6764217044,0.8201531639655892,0.8503384912959382,0.1219868162596377,0.11765652659678531
2017,Golf Course/Turf/Sod,2158617.885344876,870.8835020143999,486028.8484488414,117.358836238,0.22515742677226547,0.13475836431226768,0.24786528626984872,0.41413911728230696
2017,Multi-Crop,8983485.227313569,7790.198612349999,5487945.71752446,5491.584164653999,0.6108927191018024,0.704935064935065,0.1153177945049029,0.09993374503566825
2017,Other Crop,561406.9235413691,474.6962583006,471621.78058628656,334.2703404572,0.840071186887551,0.7041773231031543,0.11826655755644483,0.14108992737471812
2017,Soybeans,10479600.017711682,9704.9687284193,8891677.174144909,8097.557357600899,0.8484748615516806,0.8343723286700163,0.10798180098225366,0.1098069057306349
2017,Unknown,174677458.17480212,16.187425687999998,155809022.18884015,0,0.8919812769024835,0,1079.0934985066426,Inf
2018,Alfalfa,40544.548000186325,47.7529057796,36042.33929313795,29.5420518806,0.8889564952844539,0.6186440677966102,0.08490488136432302,0.12200350686137218
2018,Corn,20561118.44199166,11483.1574402461,18148958.364938896,9632.5299984655,0.8826834209501733,0.8388398442318197,0.1790545723071703,0.18841320367369838
2018,Golf Course/Turf/Sod,2900076.1527130534,1137.3689974031,1382215.0775189777,446.3682633466,0.47661337314397767,0.39245685821028287,0.25498111512927274,0.3096580090967854
2018,Multi-Crop,11970965.903035238,7868.505284115699,8531882.856950678,5306.0357977053,0.7127146569507327,0.6743384678684393,0.1521377373565632,0.16079580278445274
2018,Other Crop,629051.067512474,330.62816967739997,391408.45669057267,190.202251834,0.6222204792344798,0.5752753977968177,0.1902593684398552,0.20578539576501775
2018,Pasture,2466.963675095,0.8093712844,NA,NA,NA,NA,0.30480000003012214,NA
2018,Sorghum,54963.95068111659,44.1107349998,54963.95068111659,44.1107349998,1,1,0.12460447707653431,0.12460447707653431
2018,Soybeans,10261249.062829023,8103.6276422339,9335582.617841505,6917.8987105879,0.9097900811763053,0.8536792429274139,0.12662537712555041,0.13494824090953111
2018,Unknown,163515446.66528565,0,143372700.59295335,0,0.8768144142763205,NA,Inf,Inf
2018,Wheat,456.388279892575,16.187425687999998,456.388279892575,16.187425687999998,1,1,0.00281940000027863,0.00281940000027863
2019,Corn,7938923.468004843,10635.341019837098,6437652.723525781,8659.0586861534,0.8108974408772892,0.8141778124464908,0.0746466281917723,0.07434587241936767
2019,Golf Course/Turf/Sod,1911958.5222905024,1115.9206583665,467773.3172531384,366.2405061909999,0.2446566239798716,0.32819582955575693,0.171334629210042,0.12772298785792624
2019,Multi-Crop,4554693.359236021,7176.4928359537,3369983.393545149,5062.4150411008995,0.7398924862222583,0.7054163024783601,0.06346684185926227,0.06656869036190866
2019,Other Crop,424367.09138984187,548.7537308231999,279482.31475151255,381.6185605946,0.6585862109057087,0.6954277286135694,0.07733288496339472,0.07323603818327155
2019,Sorghum,1640.530843938175,25.8998811008,1640.530843938175,25.8998811008,1,1,0.006334125000625976,0.006334125000625976
2019,Soybeans,2635938.352020632,5807.036622748899,2378128.3131548287,4999.6887665599,0.9021942077407942,0.8609707655319001,0.04539214272722888,0.047565527059619965
2019,Unknown,146686572.89770848,0,125587273.99517646,0,0.8561606663396141,NA,Inf,Inf
2020,Alfalfa,10410.5867089009,29.5420518806,10410.5867089009,29.5420518806,1,1,0.03523989041444152,0.03523989041444152
2020,Corn,10459740.960127167,12100.100701779998,8527442.322335508,9794.4042553455,0.8152632416846997,0.8094481605351171,0.08644342074432881,0.08706443087318434
2020,Golf Course/Turf/Sod,2423742.4715073355,1177.635218802,802762.3146942884,398.2106719247999,0.3312077599544011,0.3381443298969071,0.20581436703064906,0.20159236587358112
2020,Multi-Crop,6348410.31257922,8045.352909757099,3898616.704662882,5709.5073829787,0.6141091253881098,0.7096652498679611,0.07890779166293761,0.0682828910298902
2020,Other Crop,513387.4756056449,441.9167212824,281628.5731488452,246.4535560998,0.5485692318781384,0.5576923076923077,0.11617290111038198,0.114272472917697
2020,Sorghum,24.66963675095,0.4046856422,24.66963675095,0.4046856422,1,1,0.006096000000602443,0.006096000000602443
2020,Soybeans,4938441.8937154235,6993.5749256793,4340610.251511277,6123.500794949299,0.8789432669107766,0.875589503225993,0.07061398420973868,0.07088445640590818
2020,Unknown,163918980.24843934,0,139709543.23625994,0,0.8523085186627746,NA,Inf,Inf
2020,Wheat,2466.963675095,2.0234282109999997,2466.963675095,2.0234282109999997,1,1,0.12192000001204888,0.12192000001204888
2021,Alfalfa,19390.3344862467,29.5420518806,19390.3344862467,29.5420518806,1,1,0.06563638356813041,0.06563638356813041
2021,Corn,14034260.311974443,10951.400506395301,12129838.363711355,9288.1425169533,0.8643019364092756,0.848123718197439,0.1281503703912467,0.13059487773331657
2021,Golf Course/Turf/Sod,2659115.4757481497,1137.166654582,926788.9134596896,377.9763898148,0.34853278163820056,0.33238434163701064,0.23383691959606287,0.245197567476052
2021,Multi-Crop,9646605.063179104,8584.596527988599,5764060.6268594675,5508.5809616264,0.597522194503512,0.6416819874605195,0.1123710943400544,0.10463784896714377
2021,Other Crop,908718.4045396188,562.513042658,611745.3173316827,292.5877193106,0.6731956943709194,0.5201438848920863,0.16154619282172036,0.20908099587128506
2021,Sorghum,42148.07438899807,32.779537018199996,2935.6867733630497,2.4281138531999997,0.06965174129353234,0.07407407407407407,0.12858044445715153,0.12090400001194845
2021,Soybeans,8588166.63319797,8605.640181383,7424475.198018908,7284.948588063299,0.8645005989193598,0.8465318598636256,0.09979695237290039,0.10191527240403904
2021,Unknown,156216034.1907757,3.6421707798,134692627.22803974,0,0.8622202447128383,0,4289.091413757207,Inf
2021,Wheat,16948.040447902647,47.3482201374,16948.040447902647,47.3482201374,1,1,0.03579446154199895,0.03579446154199895
2022,Alfalfa,59256.46747578189,67.9871878896,9904.859155506423,29.5420518806,0.16715237302248126,0.43452380952380953,0.0871582857228992,0.03352800000331343
2022,Corn,14290873.873457825,11176.8104091007,11923193.151467023,9225.0115567701,0.8343221875053946,0.8253706754530477,0.12786182596263335,0.1292485443307306
2022,Golf Course/Turf/Sod,2835589.7222460704,1113.6948873344,1150579.5232459323,307.1564024298,0.4057637514409378,0.2757994186046512,0.25461100293213895,0.37459076683543824
2022,Multi-Crop,10794754.627205068,8472.4986050992,7025752.194031678,5512.4254752273,0.6508487164984088,0.6506257164692396,0.12740934086089092,0.12745301003351844
2022,Other Crop,785098.8547806082,570.8090983231,573729.4070984686,372.1084480029,0.7307734606985185,0.65189649060616806,0.13754140518906235,0.15418338663840206
2022,Sorghum,31355.108310457446,68.39187353179999,3392.075053255625,4.4515420642,0.10818253343823761,0.06508875739644972,0.045846248525240864,0.07620000000753054
2022,Soybeans,9801863.42207121,7842.2007173727,8339903.743754785,6668.6123549927,0.8508488013590888,0.8503496142632299,0.12498868334697556,0.12506205638884996
2022,Unknown,155108552.52293366,0,135491639.75794786,0,0.8735278458479243,NA,Inf,Inf
2022,Wheat,12741.867381865675,21.0436533944,12741.867381865675,21.0436533944,1,1,0.06054969231367619,0.06054969231367619
2023,Alfalfa,56135.75842678672,42.491992431,30565.67993442705,29.5420518806,0.5444957152274226,0.6952380952380952,0.13210902858448437,0.10346498631159488
2023,Corn,15890662.812301803,11843.9346902674,13159055.60896099,9592.2637770666,0.828099857406443,0.8098882700652612,0.13416709250651093,0.13718404658994007
2023,Golf Course/Turf/Sod,3461791.4467138094,1119.3604863252,1178123.1726783682,280.04246440239996,0.34032182204295713,0.25018076644974685,0.3092651106596306,0.42069447403001486
2023,Multi-Crop,11149368.3206816,8478.973575374399,7628752.125135149,5485.9185656632,0.6842317793900612,0.6470026727758688,0.13149431616419782,0.13906061553454538
2023,Other Crop,1093827.023900372,509.4992235298,634984.1151510775,290.96897674179996,0.5805160242675749,0.5710881652104844,0.21468669104583932,0.21823086511197023
2023,Sorghum,14740.107958692624,4.8562277063999995,14740.107958692624,4.8562277063999995,1,1,0.30353000002999664,0.30353000002999664
2023,Soybeans,12211408.517628372,8326.0024026228,10664881.324529693,6992.5632115738,0.8733539058278073,0.8398464080878779,0.14666592594042033,0.15251748181378788
2023,Unknown,143553751.0570686,0,121323188.95686664,0,0.84514119668413,NA,Inf,Inf
