Year,FIPS,County,Crop,Domain,GWuse_m3,SWuse_m3,n_pdiv,n_missing_irrArea,water_with_area_m3,irrArea_ha,waterUse_m3,area_data_water_fraction,applied_depth_m
1990,20149,Pottawatomie,Sorghum,Alluvial,129318.23584847989,0,5,0,129318.23584847989,133.951066,129318.23584847989,1,0.09654140105796538
1990,20149,Pottawatomie,Sorghum,Non-alluvial,0,74724.32971862754,1,0,74724.32971862754,32.37488,74724.32971862754,1,0.23080959595410871
1990,20149,Pottawatomie,Soybeans,Alluvial,804526.1937219814,0,19,0,804526.1937219814,597.3165359999999,804526.1937219814,1,0.13469009231011503
1990,20149,Pottawatomie,Soybeans,Non-alluvial,18156.8526486992,61230.038415857896,3,0,79386.8910645571,78.509084,79386.8910645571,1,0.10111809617414096
1990,20149,Pottawatomie,Unknown,Alluvial,314920.2479442522,0,3,0,314920.2479442522,109.26522,314920.2479442522,1,0.28821636742620593
1990,20149,Pottawatomie,Unknown,Non-alluvial,8634.372862832499,0,1,0,8634.372862832499,7.6890339999999995,8634.372862832499,1,0.11229463756867897
1990,20161,Riley,Alfalfa,Alluvial,0,8017.6319440587495,1,0,8017.6319440587495,13.354638,8017.6319440587495,1,0.060036310561609754
1990,20161,Riley,Alfalfa,Non-alluvial,0,62685.54698416395,1,0,62685.54698416395,12.14058,62685.54698416395,1,0.5163307435407859
1990,20161,Riley,Corn,Alluvial,190338.5823519547,2898.682318236625,7,0,193237.26467019133,114.526138,193237.26467019133,1,0.16872765295743344
1990,20161,Riley,Corn,Non-alluvial,27987.702893952774,0,1,0,27987.702893952774,12.14058,27987.702893952774,1,0.23053019620111043
1990,20161,Riley,Multi-Crop,Alluvial,680844.9698710935,0,20,0,680844.9698710935,518.807452,680844.9698710935,1,0.13123268897669832
1990,20161,Riley,Multi-Crop,Non-alluvial,73244.15151357054,0,2,0,73244.15151357054,60.7029,73244.15151357054,1,0.12066005333117617
1990,20161,Riley,Other Crop,Alluvial,344511.4772270167,0,7,0,344511.4772270167,110.88396399999999,344511.4772270167,1,0.3106954917548012
1990,20161,Riley,Other Crop,Non-alluvial,3268.7268695008747,32711.9383317597,2,0,35980.66520126057,2.4281159999999997,35980.66520126057,1,1.481834689992594
1990,20161,Riley,Sorghum,Alluvial,84493.50587200375,0,1,0,84493.50587200375,97.12464,84493.50587200375,1,0.08699492309264029
1990,20161,Riley,Soybeans,Alluvial,78572.79305177575,11915.43455070885,5,0,90488.22760248459,60.7029,90488.22760248459,1,0.14906738821783572
1990,20161,Riley,Unknown,Alluvial,636735.6593603949,0,6,0,636735.6593603949,248.477204,636735.6593603949,1,0.2562551610812535
1990,20177,Shawnee,Alfalfa,Alluvial,24348.931473187647,0,1,0,24348.931473187647,17.401498,24348.931473187647,1,0.13992434141697252
1990,20177,Shawnee,Corn,Alluvial,3701617.32038817,0,61,0,3701617.32038817,1843.951759,3701617.32038817,1,0.20074371806752728
1990,20177,Shawnee,Corn,Non-alluvial,0,73429.17378920267,3,0,73429.17378920267,68.79662,73429.17378920267,1,0.10673369387798799
1990,20177,Shawnee,Multi-Crop,Alluvial,3335347.223546815,42407.10557488305,70,0,3377754.329121698,2320.469524,3377754.329121698,1,0.1455633997424436
1990,20177,Shawnee,Multi-Crop,Non-alluvial,0,42518.11894026232,1,0,42518.11894026232,48.56232,42518.11894026232,1,0.08755372259863681
1990,20177,Shawnee,Other Crop,Alluvial,169246.04292989246,0,7,0,169246.04292989246,82.151258,169246.04292989246,1,0.20601759127035213
1990,20177,Shawnee,Other Crop,Non-alluvial,0,52237.95582013662,2,0,52237.95582013662,49.776378,52237.95582013662,1,0.10494527307739551
1990,20177,Shawnee,Soybeans,Alluvial,1380451.1984912846,47353.367743448514,28,0,1427804.566234733,716.29422,1427804.566234733,1,0.1993321356459826
