Year,FIPS,County,Crop,Domain,Source,pdiv_id,waterUse_m3,irrArea_ha
2004,20177,Shawnee,Soybeans,Alluvial,Groundwater,63401,8745.386228211775,26.709276
2005,20177,Shawnee,Corn,Alluvial,Groundwater,63401,74243.27180198402,53.418552
2006,20177,Shawnee,Soybeans,Alluvial,Groundwater,63401,74674.99044512564,53.418552
2007,20177,Shawnee,Corn,Alluvial,Groundwater,63401,155455.7159861114,53.418552
2008,20177,Shawnee,Soybeans,Alluvial,Groundwater,63401,48993.8985873867,53.418552
2009,20177,Shawnee,Corn,Alluvial,Groundwater,63401,5772.694999722299,53.418552
2010,20177,Shawnee,Soybeans,Alluvial,Groundwater,63401,42148.07438899807,53.418552
2011,20177,Shawnee,Corn,Alluvial,Groundwater,63401,108756.09361656307,53.418552
2012,20177,Shawnee,Soybeans,Alluvial,Groundwater,63401,108225.69642641763,53.418552
2013,20177,Shawnee,Corn,Alluvial,Groundwater,63401,72269.70086190803,53.418552
2014,20177,Shawnee,Soybeans,Alluvial,Groundwater,63401,58417.6998262496,53.418552
2015,20177,Shawnee,Corn,Alluvial,Groundwater,63401,5957.717275354425,53.418552
2016,20177,Shawnee,Soybeans,Alluvial,Groundwater,63401,21265.226879318896,53.418552
2017,20177,Shawnee,Corn,Alluvial,Groundwater,63401,40939.26218820152,53.418552
2018,20177,Shawnee,Soybeans,Alluvial,Groundwater,63401,63610.658362324575,53.418552
2019,20177,Shawnee,Corn,Alluvial,Groundwater,63401,24978.007210336873,53.418552
2020,20177,Shawnee,Soybeans,Alluvial,Groundwater,63401,10940.983899046323,53.418552
2021,20177,Shawnee,Soybeans,Alluvial,Groundwater,63401,67952.51443049178,53.418552
2022,20177,Shawnee,Soybeans,Alluvial,Groundwater,63401,62364.8417064016,53.418552
2023,20177,Shawnee,Corn,Alluvial,Groundwater,63401,50437.07233731727,53.418552
2001,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,Groundwater,64442,10126.885886264976,16.996812
2002,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,Groundwater,64442,80386.01135297057,16.996812
2003,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,Groundwater,64442,79041.5161500438,16.996812
2004,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,Groundwater,64442,67138.41641771042,16.996812
2005,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,Groundwater,64442,43406.22586329652,16.996812
2006,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,Groundwater,64442,45108.43079911207,16.996812
2007,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,Groundwater,64442,39150.713523757644,16.996812
2008,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,Groundwater,64442,30405.32729554587,16.996812
2009,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,Groundwater,64442,17268.745725664998,16.996812
2010,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,Groundwater,64442,41383.31564971862,19.424928
2011,20177,Shawnee,Golf Course/Turf/Sod,Alluvial,Groundwater,64442,26458.185415393873,19.424928
