Year,Crop,waterUse_m3,GWuse_m3,SWuse_m3,irrArea_ha,n_pdiv,water_with_area_m3,area_data_water_fraction,applied_depth_m
2018,Multi-Crop,11970965.903035238,8947874.606663574,3023091.296371666,7868.512241,159,11970965.903035238,1,0.15213760284515823
2018,Other Crop,629051.067512474,402213.7575874888,226837.30992498522,330.628462,28,629051.067512474,1,0.19025920022350465
2018,Pasture,2466.963675095,0,2466.963675095,0.809372,1,2466.963675095,1,0.3047997305435572
2018,Sorghum,54963.95068111659,54963.95068111659,0,44.110774,2,54963.95068111659,1,0.1246043669084487
2018,Soybeans,10261249.062829023,9601089.583373602,660159.4794554219,8103.634807,223,10261249.062829023,1,0.1266252651707016
2018,Wheat,456.388279892575,456.388279892575,0,16.18744,1,456.388279892575,1,0.002819397507527904
2019,Corn,7938923.468004843,6880953.761121977,1057969.706882866,10635.350423,277,7938923.468004843,1,0.07464656219353275
2019,Golf Course/Turf/Sod,1911958.5222905022,611276.5942334145,1300681.9280570878,1115.921645,46,1911958.5222905022,1,0.17133447772585345
2019,Multi-Crop,4554693.359236021,3720501.927321022,834191.4319149987,7176.499181,153,4554693.359236021,1,0.06346678574554443
2019,Other Crop,424367.09138984187,230537.75543762775,193829.33595221414,548.754216,31,424367.09138984187,1,0.07733281659012199
2019,Sorghum,1640.530843938175,1640.530843938175,0,25.899904,1,1640.530843938175,1,0.006334119400358298
2019,Soybeans,2635938.3520206315,2479409.506835854,156528.84518477775,5807.041757,144,2635938.3520206315,1,0.04539210259411661
2020,Alfalfa,10410.586708900899,10410.586708900899,0,29.542078,1,10410.586708900899,1,0.03523985925736469
2020,Corn,10459740.960127167,8832877.094949018,1626863.8651781487,12100.111399999998,315,10459740.960127167,1,0.08644334431604629
2020,Golf Course/Turf/Sod,2423742.4715073355,977287.6598888842,1446454.8116184515,1177.63626,49,2423742.4715073355,1,0.20581418506146673
2020,Multi-Crop,6348410.31257922,4429593.631271954,1918816.6813072665,8045.360023,153,6348410.31257922,1,0.0789077218972233
2020,Other Crop,513387.4756056449,237346.57518088992,276040.90042475495,441.917112,27,513387.4756056449,1,0.1161727983970091
2020,Sorghum,24.669636750949998,24.669636750949998,0,0.404686,1,24.669636750949998,1,0.006095994610871144
2020,Soybeans,4938441.8937154235,4411769.818719393,526672.0749960316,6993.581109,183,4938441.8937154235,1,0.07061392177693014
2020,Wheat,2466.963675095,2466.963675095,0,2.02343,1,2466.963675095,1,0.12191989221742289
2021,Alfalfa,19390.3344862467,19390.3344862467,0,29.542078,1,19390.3344862467,1,0.06563632553622903
2021,Corn,14034260.311974442,12270862.342198161,1763397.9697762814,10951.410188999998,283,14034260.311974442,1,0.1281502570880869
2021,Golf Course/Turf/Sod,2659115.4757481497,1151887.0139937329,1507228.4617544166,1137.16766,52,2659115.4757481497,1,0.2338367128509572
2021,Multi-Crop,9646605.063179106,6683843.363481887,2962761.6996972174,8584.604118,163,9646605.063179106,1,0.11237099498801963
2021,Other Crop,908718.4045396188,614125.9372781493,294592.4672614694,562.51354,30,908718.4045396188,1,0.1615460499919022
2021,Sorghum,42148.07438899807,2935.6867733630497,39212.38761563502,32.779566,2,42148.07438899807,1,0.12858033077374506
2021,Soybeans,8588166.63319797,7668642.9277614355,919523.7054365347,8605.647789999999,230,8588166.63319797,1,0.09979686413819605
2021,Unknown,28357.74744521702,0,28357.74744521702,3.642174,1,28357.74744521702,1,0.7785939783551533
2021,Wheat,16948.04044790265,16948.04044790265,0,47.348262,3,16948.04044790265,1,0.03579442989460237
2022,Alfalfa,59256.46747578189,9904.859155506423,49351.60832027547,67.987248,2,59256.46747578189,1,0.08715820866257433
2022,Corn,14290873.873457825,12212728.343194548,2078145.530263277,11176.820291,300,14290873.873457825,1,0.12786171291458787
2022,Golf Course/Turf/Sod,2835589.7222460704,1308415.8591785107,1527173.8630675597,1113.695872,52,2835589.7222460704,1,0.25461077781978797
2022,Multi-Crop,10794754.627205068,8183029.523655494,2611725.1035495745,8472.506096000001,166,10794754.627205068,1,0.12740922821290665
2022,Other Crop,785098.8547806083,623512.7340618857,161586.1207187225,570.8096029999999,32,785098.8547806083,1,0.13754128358289172
2022,Sorghum,31355.10831045745,3392.075053255625,27963.033257201823,68.39193399999999,4,31355.10831045745,1,0.04584620799063447
2022,Soybeans,9801863.42207121,8546141.906992726,1255721.5150784813,7842.207651,210,9801863.42207121,1,0.12498857283919694
2022,Wheat,12741.867381865675,12741.867381865675,0,21.043672,1,12741.867381865675,1,0.06054963877913358
2023,Alfalfa,56135.75842678672,30565.67993442705,25570.078492359673,42.49203,2,56135.75842678672,1,0.13210891178130751
2023,Corn,15890662.812301805,13875560.53875558,2015102.2735462242,11843.945162,314,15890662.812301805,1,0.1341669738837128
2023,Golf Course/Turf/Sod,3461791.4467138094,1473702.4254098756,1988089.021303934,1119.361476,53,3461791.4467138094,1,0.30926483722527265
2023,Multi-Crop,11149368.320681598,8933652.561076649,2215715.7596049495,8478.981071999999,168,11149368.320681598,1,0.1314941999045142
2023,Other Crop,1093827.023900372,748624.7968443288,345202.22705604334,509.499674,32,1093827.023900372,1,0.21468650123226024
2023,Sorghum,14740.107958692623,14740.107958692623,0,4.856232,1,14740.107958692623,1,0.3035297316662924
2023,Soybeans,12211408.517628372,11054723.25928658,1156685.2583417925,8326.009764,222,12211408.517628372,1,0.14666579626687515
2023,Unknown,22202.673075855,0,22202.673075855,0,1,0,0,NA
