combo_name,climate_pathway,period,landuse_name,irrigation_name,fertilizer_name,Year,Crop,basin_irrigated_area_m2,historical_alluvial_capture,estimated_alluvial_irrigated_area_m2,basin_irrigated_fraction_of_model_cultivated,estimated_alluvial_fraction_of_cdl_cultivated,alluvial_expansion_eligible_m2
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2033,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2033,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2034,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2034,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2034,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2034,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2035,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2035,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2035,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2035,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2036,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2036,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2036,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2036,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2037,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2037,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2037,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2037,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2038,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2038,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2038,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2038,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2039,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2039,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2039,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2039,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2040,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2040,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2040,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2040,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2041,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2041,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2041,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2041,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2042,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2042,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2042,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2042,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2043,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2043,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2043,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2043,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2044,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2044,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2044,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2044,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2045,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2045,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2045,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2045,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2046,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2046,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2046,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2046,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2047,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2047,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2047,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2047,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2048,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2048,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2048,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2048,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2049,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2049,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2049,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,early,fixed,current,current,2049,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2050,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2050,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2050,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2050,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2051,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2051,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2051,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2051,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2052,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2052,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2052,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2052,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2053,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2053,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2053,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2053,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2054,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2054,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2054,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2054,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2055,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2055,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2055,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2055,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2056,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2056,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2056,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2056,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2057,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2057,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2057,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2057,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2058,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2058,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2058,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2058,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2059,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2059,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2059,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2059,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2060,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2060,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2060,Soybeans,70415137.830993,0.8447582898771889,59483771.4155762,0.009211447628619066,0.12207892465238403,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2060,Wheat,223607.60445093104,0.6265486725663716,140101.04774447714,2.925151893765273e-5,2.875302766502034e-4,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2061,Corn,104706944.4462758,0.831524218313117,87066360.13264444,0.013697374809299495,0.17868684794937487,572359251.5555556
fixed_current_current_ensemble_rcp45,rcp45,mid,fixed,current,current,2061,Sorghum,1309669.088228941,0.6350684931506849,831729.5743875849,1.713260612511684e-4,0.0017069639269078594,572359251.5555556
