solution_id,Crop,basin_irrigated_area_m2,basin_model_cultivated_area_m2,basin_irrigated_fraction_of_model_cultivated,alluvial_capture,estimated_alluvial_irrigated_area_m2,alluvial_cdl_cultivated_area_m2,alluvial_expansion_eligible_area_m2,estimated_alluvial_irrigated_fraction_of_cdl_cultivated,estimated_alluvial_irrigated_fraction_of_expansion_eligible
1,Corn,157732941.50400028,11953060164,0.013196030082660954,0.831524218313117,131158760.88634244,487256679.1111111,572359251.5555556,0.26917796411864836,0.22915460967893803
1,Soybeans,117484073.51401716,11953060164,0.00982878626076471,0.8447582898771889,99245645.02950709,487256679.1111111,572359251.5555556,0.2036824722660717,0.17339746804088113
1,Sorghum,2516629.055623641,11953060164,2.1054265778759957e-4,0.6350684931506849,1598231.8221741368,487256679.1111111,572359251.5555556,0.003280061394109049,0.0027923578029541217
1,Wheat,426156.5299744494,11953060164,3.5652504390293255e-5,0.6265486725663716,267007.80816098244,487256679.1111111,572359251.5555556,5.479818330003755e-4,4.665038739835335e-4
2,Corn,179816521.44713265,11953060164,0.015043555288770372,0.831524218313117,149521792.4361108,487256679.1111111,572359251.5555556,0.3068645312546136,0.26123766153817046
2,Soybeans,72259826.91234152,11953060164,0.006045299356057146,0.8447582898771889,61042087.809291296,487256679.1111111,572359251.5555556,0.12527706735728833,0.106649953929095
2,Sorghum,2094488.1696798955,11953060164,1.7522610452409796e-4,0.6350684931506849,1330143.4458405473,487256679.1111111,572359251.5555556,0.002729861904134575,0.002323966009504501
2,Wheat,342816.51770135,11953060164,2.868023025047914e-5,0.6265486725663716,214791.23409960687,487256679.1111111,572359251.5555556,4.4081742397342725e-4,3.752734554667338e-4
3,Corn,153733854.64719445,11953060164,0.01286146413871547,0.831524218313117,127833423.3137707,487256679.1111111,572359251.5555556,0.26235335254300396,0.22334473141885197
3,Soybeans,99304430.79416062,11953060164,0.008307866724643771,0.8447582898771889,83888241.13490279,487256679.1111111,572359251.5555556,0.17216437399675627,0.14656571184428605
3,Sorghum,2263665.6065874808,11953060164,1.8937958778164155e-4,0.6350684931506849,1437582.7057725426,487256679.1111111,572359251.5555556,0.0029503601846876375,0.0025116789880926817
3,Wheat,383320.6478206116,11953060164,3.206882945131402e-5,0.6265486725663716,240169.04305928582,487256679.1111111,572359251.5555556,4.929004636681832e-4,4.196124067297862e-4
4,Corn,199373032.86121404,11953060164,0.016679664464643286,0.831524218313117,165783505.30263638,487256679.1111111,572359251.5555556,0.34023854861275715,0.28964938515813393
4,Soybeans,80590700.80025539,11953060164,0.006742265134996721,0.8447582898771889,68079662.58802794,487256679.1111111,572359251.5555556,0.13972032710197793,0.11894568385677583
4,Sorghum,2335962.8250578847,11953060164,1.9542801533730192e-4,0.6350684931506849,1483496.3913655279,487256679.1111111,572359251.5555556,0.003044589135385131,0.002591897287121135
4,Wheat,395563.18776955805,11953060164,3.309304749932639e-5,0.6265486725663716,247839.590213139,487256679.1111111,572359251.5555556,5.086427766680713e-4,4.330140371446108e-4
5,Corn,210690731.06287286,11953060164,0.017626509711498584,0.831524218313117,175194445.4528745,487256679.1111111,572359251.5555556,0.3595526812941321,0.3060917509007355
5,Soybeans,85165548.3432147,11953060164,0.00712499955448352,0.8447582898771889,71944302.97486712,487256679.1111111,572359251.5555556,0.14765175329379399,0.12569780741612405
5,Sorghum,2468567.129084814,11953060164,2.0652176892069844e-4,0.6350684931506849,1567709.206909205,487256679.1111111,572359251.5555556,0.0032174196355176364,0.002739030080580495
5,Wheat,418017.90350826253,11953060164,3.4971622143025846e-5,0.6265486725663716,261908.5625520795,487256679.1111111,572359251.5555556,5.375166186123339e-4,4.575947044452684e-4
6,Corn,187896758.33987206,11953060164,0.015719552630193895,0.831524218313117,156240705.10213077,487256679.1111111,572359251.5555556,0.3206537987065798,0.2729766395450068
6,Soybeans,75951753.43120532,11953060164,0.006354168086592199,0.8447582898771889,64160873.34171892,487256679.1111111,572359251.5555556,0.1316777708594284,0.11209895387790582
6,Sorghum,2201500.5546731264,11953060164,1.8417882320241006e-4,0.6350684931506849,1398103.6399266594,487256679.1111111,572359251.5555556,0.0028693370452657135,0.0024427029634393072
