solution_id,Crop,basin_irrigated_area_m2,basin_model_cultivated_area_m2,basin_irrigated_fraction_of_model_cultivated,alluvial_capture,estimated_alluvial_irrigated_area_m2,alluvial_cdl_cultivated_area_m2,alluvial_expansion_eligible_area_m2,estimated_alluvial_irrigated_fraction_of_cdl_cultivated,estimated_alluvial_irrigated_fraction_of_expansion_eligible
1,Corn,186927081.3724236,14118469614,0.013239896850226956,0.831524218313117,155434395.21975693,487256679.1111111,572359251.5555556,0.31899900377622653,0.27156789166475076
1,Soybeans,138517621.19091636,14118469614,0.009811093197633904,0.8447582898771889,117013908.79509477,487256679.1111111,572359251.5555556,0.2401483936732484,0.20444136873314245
1,Sorghum,2661933.610817598,14118469614,1.8854264545627533e-4,0.6350684931506849,1690510.167089094,487256679.1111111,572359251.5555556,0.003469444831773358,0.0029535823217579386
1,Wheat,444432.654750619,14118469614,3.147881228641918e-5,0.6265486725663716,278458.68987914885,487256679.1111111,572359251.5555556,5.714825508131224e-4,4.8651033266668614e-4
2,Corn,212952586.2033194,14118469614,0.015083262706614725,0.831524218313117,177075232.78047183,487256679.1111111,572359251.5555556,0.36341263315980665,0.3093777768057693
2,Soybeans,85079379.42433031,14118469614,0.0060261049356202774,0.8447582898771889,71871511.06630976,487256679.1111111,572359251.5555556,0.1475023619941403,0.12557062871086241
2,Sorghum,2221037.160859694,14118469614,1.5731429974940724e-4,0.6350684931506849,1410510.722978841,487256679.1111111,572359251.5555556,0.00289480018119402,0.0024643800535159707
2,Wheat,368196.100167615,14118469614,2.607903761768262e-5,0.6265486725663716,230692.77780413395,487256679.1111111,572359251.5555556,4.7345226385604483e-4,4.0305590794096203e-4
3,Corn,151537323.44728985,14118469614,0.010733268377545969,0.831524218313117,126006954.42476967,487256679.1111111,572359251.5555556,0.2586048787563891,0.22015360821426141
3,Soybeans,147916530.9800522,14118469614,0.010476810520127257,0.8447582898771889,124953715.75527513,487256679.1111111,572359251.5555556,0.2564433102963817,0.2183134376105155
3,Sorghum,2554800.039298481,14118469614,1.809544595941984e-4,0.6350684931506849,1622473.0112585968,487256679.1111111,572359251.5555556,0.003329811741561818,0.002834710903770746
3,Wheat,426545.78581832733,14118469614,3.021189955286377e-5,0.6265486725663716,267251.69589325285,487256679.1111111,572359251.5555556,5.484823653537038e-4,4.669299835145799e-4
4,Corn,227103391.87452027,14118469614,0.016085553043888166,0.831524218313117,188841970.40471795,487256679.1111111,572359251.5555556,0.38756158406944186,0.32993608453341855
